date,location_name,year,week,total_ili,unweighted_ili,total_hosp
2015-12-26,South Carolina,2015,51,13.0,0.515668,0.515668
2016-01-02,South Carolina,2015,52,16.0,0.649351,0.649351
2016-01-09,South Carolina,2016,1,22.0,0.683018,0.683018
2016-01-16,South Carolina,2016,2,28.0,0.720721,0.720721
2016-01-23,South Carolina,2016,3,29.0,0.791053,0.791053
2016-01-30,South Carolina,2016,4,27.0,0.654387,0.654387
2016-02-06,South Carolina,2016,5,42.0,1.14037,1.14037
2016-02-13,South Carolina,2016,6,64.0,1.52526,1.52526
2016-02-20,South Carolina,2016,7,86.0,1.99443,1.99443
2016-02-27,South Carolina,2016,8,108.0,2.38253,2.38253
2016-03-05,South Carolina,2016,9,107.0,2.36412,2.36412
2016-03-12,South Carolina,2016,10,109.0,2.76159,2.76159
2016-03-19,South Carolina,2016,11,74.0,1.82311,1.82311
2016-03-26,South Carolina,2016,12,80.0,1.98708,1.98708
2016-04-02,South Carolina,2016,13,65.0,1.57959,1.57959
2016-04-09,South Carolina,2016,14,48.0,1.2024,1.2024
2016-04-16,South Carolina,2016,15,55.0,1.40845,1.40845
2016-04-23,South Carolina,2016,16,34.0,0.848939,0.848939
2016-04-30,South Carolina,2016,17,39.0,1.04306,1.04306
2016-05-07,South Carolina,2016,18,18.0,0.511945,0.511945
2016-05-14,South Carolina,2016,19,11.0,0.351438,0.351438
2016-05-21,South Carolina,2016,20,9.0,0.334697,0.334697
2016-05-28,South Carolina,2016,21,9.0,0.310452,0.310452
2016-06-04,South Carolina,2016,22,5.0,0.203252,0.203252
2016-06-11,South Carolina,2016,23,4.0,0.149198,0.149198
2016-06-18,South Carolina,2016,24,5.0,0.185529,0.185529
2016-06-25,South Carolina,2016,25,1.0,0.0373552,0.0373552
2016-07-02,South Carolina,2016,26,2.0,0.07249,0.07249
2016-07-09,South Carolina,2016,27,1.0,0.0383436,0.0383436
2016-07-16,South Carolina,2016,28,0.0,0.0,0.0
2016-07-23,South Carolina,2016,29,2.0,0.078125,0.078125
2016-07-30,South Carolina,2016,30,2.0,0.0767754,0.0767754
2016-08-06,South Carolina,2016,31,1.0,0.0413565,0.0413565
2016-08-13,South Carolina,2016,32,0.0,0.0,0.0
2016-08-20,South Carolina,2016,33,3.0,0.101626,0.101626
2016-08-27,South Carolina,2016,34,3.0,0.087745,0.087745
2016-09-03,South Carolina,2016,35,8.0,0.236197,0.236197
2016-09-10,South Carolina,2016,36,1.0,0.0299401,0.0299401
2016-09-17,South Carolina,2016,37,8.0,0.243235,0.243235
2016-09-24,South Carolina,2016,38,9.0,0.26455,0.26455
2016-10-01,South Carolina,2016,39,2.0,0.0573888,0.0573888
2016-10-08,South Carolina,2016,40,68.0,1.77453,1.77453
2016-10-15,South Carolina,2016,41,54.0,1.3986,1.3986
2016-10-22,South Carolina,2016,42,102.0,1.85556,1.85556
2016-10-29,South Carolina,2016,43,103.0,1.92631,1.92631
2016-11-05,South Carolina,2016,44,108.0,2.07612,2.07612
2016-11-12,South Carolina,2016,45,78.0,1.57226,1.57226
2016-11-19,South Carolina,2016,46,118.0,1.82691,1.82691
2016-11-26,South Carolina,2016,47,110.0,2.39391,2.39391
2016-12-03,South Carolina,2016,48,170.0,2.51108,2.51108
2016-12-10,South Carolina,2016,49,110.0,1.87075,1.87075
2016-12-17,South Carolina,2016,50,144.0,2.67559,2.67559
2016-12-24,South Carolina,2016,51,119.0,2.12046,2.12046
2016-12-31,South Carolina,2016,52,208.0,4.26055,4.26055
2017-01-07,South Carolina,2017,1,212.0,4.50584,4.50584
2017-01-14,South Carolina,2017,2,251.0,3.67389,3.67389
2017-01-21,South Carolina,2017,3,360.0,5.70071,5.70071
2017-01-28,South Carolina,2017,4,475.0,6.34603,6.34603
2017-02-04,South Carolina,2017,5,425.0,7.10465,7.10465
2017-02-11,South Carolina,2017,6,503.0,6.8482,6.8482
2017-02-18,South Carolina,2017,7,507.0,6.69307,6.69307
2017-02-25,South Carolina,2017,8,571.0,7.55091,7.55091
2017-03-04,South Carolina,2017,9,408.0,5.52172,5.52172
2017-03-11,South Carolina,2017,10,346.0,5.39361,5.39361
2017-03-18,South Carolina,2017,11,387.0,6.40835,6.40835
2017-03-25,South Carolina,2017,12,487.0,7.67776,7.67776
2017-04-01,South Carolina,2017,13,309.0,5.57259,5.57259
2017-04-08,South Carolina,2017,14,258.0,4.50734,4.50734
2017-04-15,South Carolina,2017,15,191.0,3.51038,3.51038
2017-04-22,South Carolina,2017,16,117.0,2.12303,2.12303
2017-04-29,South Carolina,2017,17,152.0,2.58416,2.58416
2017-05-06,South Carolina,2017,18,86.0,1.6986,1.6986
2017-05-13,South Carolina,2017,19,86.0,1.69225,1.69225
2017-05-20,South Carolina,2017,20,41.0,0.949294,0.949294
2017-05-27,South Carolina,2017,21,33.0,0.783476,0.783476
2017-06-03,South Carolina,2017,22,24.0,0.730816,0.730816
2017-06-10,South Carolina,2017,23,19.0,0.495954,0.495954
2017-06-17,South Carolina,2017,24,22.0,0.572618,0.572618
2017-06-24,South Carolina,2017,25,12.0,0.350263,0.350263
2017-07-01,South Carolina,2017,26,16.0,0.490647,0.490647
2017-07-08,South Carolina,2017,27,7.0,0.223571,0.223571
2017-07-15,South Carolina,2017,28,11.0,0.30104,0.30104
2017-07-22,South Carolina,2017,29,12.0,0.385109,0.385109
2017-07-29,South Carolina,2017,30,10.0,0.282725,0.282725
2017-08-05,South Carolina,2017,31,7.0,0.203548,0.203548
2017-08-12,South Carolina,2017,32,4.0,0.114416,0.114416
2017-08-19,South Carolina,2017,33,6.0,0.161769,0.161769
2017-08-26,South Carolina,2017,34,3.0,0.072904,0.072904
2017-09-02,South Carolina,2017,35,17.0,0.392973,0.392973
2017-09-09,South Carolina,2017,36,37.0,0.931286,0.931286
2017-09-16,South Carolina,2017,37,48.0,1.23077,1.23077
2017-09-23,South Carolina,2017,38,61.0,1.1989,1.1989
2017-09-30,South Carolina,2017,39,71.0,1.39107,1.39107
2017-10-07,South Carolina,2017,40,140.0,1.87995,1.87995
2017-10-14,South Carolina,2017,41,119.0,1.55515,1.55515
2017-10-21,South Carolina,2017,42,133.0,1.84262,1.84262
2017-10-28,South Carolina,2017,43,176.0,2.71521,2.71521
2017-11-04,South Carolina,2017,44,198.0,2.97074,2.97074
2017-11-11,South Carolina,2017,45,215.0,2.92239,2.92239
2017-11-18,South Carolina,2017,46,226.0,3.13541,3.13541
2017-11-25,South Carolina,2017,47,175.0,4.19061,4.19061
2017-12-02,South Carolina,2017,48,244.0,4.01184,4.01184
2017-12-09,South Carolina,2017,49,238.0,4.06838,4.06838
2017-12-16,South Carolina,2017,50,242.0,4.46907,4.46907
2017-12-23,South Carolina,2017,51,328.0,6.68842,6.68842
2017-12-30,South Carolina,2017,52,365.0,8.35623,8.35623
2018-01-06,South Carolina,2018,1,340.0,7.79995,7.79995
2018-01-13,South Carolina,2018,2,497.0,7.81078,7.81078
2018-01-20,South Carolina,2018,3,723.0,9.80472,9.80472
2018-01-27,South Carolina,2018,4,907.0,13.1564,13.1564
2018-02-03,South Carolina,2018,5,1025.0,13.7621,13.7621
2018-02-10,South Carolina,2018,6,1031.0,14.6386,14.6386
2018-02-17,South Carolina,2018,7,725.0,11.9974,11.9974
2018-02-24,South Carolina,2018,8,435.0,7.92783,7.92783
2018-03-03,South Carolina,2018,9,240.0,5.44094,5.44094
2018-03-10,South Carolina,2018,10,192.0,3.83157,3.83157
2018-03-17,South Carolina,2018,11,166.0,3.74633,3.74633
2018-03-24,South Carolina,2018,12,164.0,3.17153,3.17153
2018-03-31,South Carolina,2018,13,137.0,2.85774,2.85774
2018-04-07,South Carolina,2018,14,112.0,2.35492,2.35492
2018-04-14,South Carolina,2018,15,94.0,1.832,1.832
2018-04-21,South Carolina,2018,16,63.0,1.27997,1.27997
2018-04-28,South Carolina,2018,17,53.0,1.1172,1.1172
2018-05-05,South Carolina,2018,18,53.0,1.25444,1.25444
2018-05-12,South Carolina,2018,19,35.0,0.793651,0.793651
2018-05-19,South Carolina,2018,20,42.0,1.0043,1.0043
2018-05-26,South Carolina,2018,21,27.0,0.887866,0.887866
2018-06-02,South Carolina,2018,22,24.0,0.847757,0.847757
2018-06-09,South Carolina,2018,23,14.0,0.376041,0.376041
2018-06-16,South Carolina,2018,24,11.0,0.297137,0.297137
2018-06-23,South Carolina,2018,25,18.0,0.49903,0.49903
2018-06-30,South Carolina,2018,26,20.0,0.591366,0.591366
2018-07-07,South Carolina,2018,27,13.0,0.408805,0.408805
2018-07-14,South Carolina,2018,28,14.0,0.372836,0.372836
2018-07-21,South Carolina,2018,29,8.0,0.235156,0.235156
2018-07-28,South Carolina,2018,30,12.0,0.426136,0.426136
2018-08-04,South Carolina,2018,31,11.0,0.351101,0.351101
2018-08-11,South Carolina,2018,32,10.0,0.307031,0.307031
2018-08-18,South Carolina,2018,33,16.0,0.4677,0.4677
2018-08-25,South Carolina,2018,34,9.0,0.228368,0.228368
2018-09-01,South Carolina,2018,35,16.0,0.385171,0.385171
2018-09-08,South Carolina,2018,36,61.0,1.4326,1.4326
2018-09-15,South Carolina,2018,37,69.0,1.78249,1.78249
2018-09-22,South Carolina,2018,38,44.0,1.02326,1.02326
2018-09-29,South Carolina,2018,39,46.0,1.09472,1.09472
2018-10-06,South Carolina,2018,40,217.0,1.36324,1.36324
2018-10-13,South Carolina,2018,41,224.0,1.58326,1.58326
2018-10-20,South Carolina,2018,42,234.0,1.4797,1.4797
2018-10-27,South Carolina,2018,43,298.0,1.94822,1.94822
2018-11-03,South Carolina,2018,44,347.0,2.19329,2.19329
2018-11-10,South Carolina,2018,45,406.0,2.53877,2.53877
2018-11-17,South Carolina,2018,46,323.0,2.26159,2.26159
2018-11-24,South Carolina,2018,47,424.0,2.93588,2.93588
2018-12-01,South Carolina,2018,48,479.0,2.96338,2.96338
2018-12-08,South Carolina,2018,49,418.0,2.64892,2.64892
2018-12-15,South Carolina,2018,50,508.0,3.27488,3.27488
2018-12-22,South Carolina,2018,51,619.0,4.12062,4.12062
2018-12-29,South Carolina,2018,52,802.0,5.48039,5.48039
2019-01-05,South Carolina,2019,1,723.0,4.74347,4.74347
2019-01-12,South Carolina,2019,2,503.0,3.45609,3.45609
2019-01-19,South Carolina,2019,3,598.0,3.95398,3.95398
2019-01-26,South Carolina,2019,4,334.0,4.71285,4.71285
2019-02-02,South Carolina,2019,5,451.0,6.40898,6.40898
2019-02-09,South Carolina,2019,6,1764.0,9.80109,9.80109
2019-02-16,South Carolina,2019,7,1539.0,8.97847,8.97847
2019-02-23,South Carolina,2019,8,1375.0,8.30766,8.30766
2019-03-02,South Carolina,2019,9,1217.0,7.69669,7.69669
2019-03-09,South Carolina,2019,10,939.0,6.18455,6.18455
2019-03-16,South Carolina,2019,11,759.0,5.1087,5.1087
2019-03-23,South Carolina,2019,12,586.0,4.4556,4.4556
2019-03-30,South Carolina,2019,13,549.0,4.2654,4.2654
2019-04-06,South Carolina,2019,14,621.0,4.10769,4.10769
2019-04-13,South Carolina,2019,15,442.0,2.89589,2.89589
2019-04-20,South Carolina,2019,16,177.0,2.24676,2.24676
2019-04-27,South Carolina,2019,17,307.0,2.06832,2.06832
2019-05-04,South Carolina,2019,18,260.0,1.72918,1.72918
2019-05-11,South Carolina,2019,19,213.0,1.58541,1.58541
2019-05-18,South Carolina,2019,20,187.0,1.40475,1.40475
2019-05-25,South Carolina,2019,21,186.0,1.30885,1.30885
2019-06-01,South Carolina,2019,22,184.0,1.25315,1.25315
2019-06-08,South Carolina,2019,23,143.0,1.076,1.076
2019-06-15,South Carolina,2019,24,140.0,1.02362,1.02362
2019-06-22,South Carolina,2019,25,103.0,0.763925,0.763925
2019-06-29,South Carolina,2019,26,96.0,0.771952,0.771952
2019-07-06,South Carolina,2019,27,93.0,0.730099,0.730099
2019-07-13,South Carolina,2019,28,77.0,0.616,0.616
2019-07-20,South Carolina,2019,29,84.0,0.628507,0.628507
2019-07-27,South Carolina,2019,30,71.0,0.555991,0.555991
2019-08-03,South Carolina,2019,31,81.0,0.635992,0.635992
2019-08-10,South Carolina,2019,32,90.0,0.712928,0.712928
2019-08-17,South Carolina,2019,33,64.0,0.494743,0.494743
2019-08-24,South Carolina,2019,34,85.0,0.670241,0.670241
2019-08-31,South Carolina,2019,35,79.0,0.706682,0.706682
2019-09-07,South Carolina,2019,36,105.0,1.04582,1.04582
2019-09-14,South Carolina,2019,37,127.0,1.34848,1.34848
2019-09-21,South Carolina,2019,38,171.0,1.86133,1.86133
2019-09-28,South Carolina,2019,39,133.0,1.54741,1.54741
2019-10-05,South Carolina,2019,40,243.0,2.03774,2.03774
2019-10-12,South Carolina,2019,41,217.0,2.01056,2.01056
2019-10-19,South Carolina,2019,42,223.0,2.34589,2.34589
2019-10-26,South Carolina,2019,43,256.0,2.54701,2.54701
2019-11-02,South Carolina,2019,44,236.0,2.50265,2.50265
2019-11-09,South Carolina,2019,45,339.0,3.33957,3.33957
2019-11-16,South Carolina,2019,46,351.0,3.94737,3.94737
2019-11-23,South Carolina,2019,47,414.0,3.97771,3.97771
2019-11-30,South Carolina,2019,48,508.0,4.59937,4.59937
2019-12-07,South Carolina,2019,49,615.0,4.93698,4.93698
2019-12-14,South Carolina,2019,50,735.0,5.92551,5.92551
2019-12-21,South Carolina,2019,51,836.0,7.95509,7.95509
2019-12-28,South Carolina,2019,52,1281.0,11.8699,11.8699
2020-01-04,South Carolina,2020,1,1154.0,9.99827,9.99827
2020-01-11,South Carolina,2020,2,796.0,7.38816,7.38816
2020-01-18,South Carolina,2020,3,876.0,6.73018,6.73018
2020-01-25,South Carolina,2020,4,934.0,7.4369,7.4369
2020-02-01,South Carolina,2020,5,1289.0,9.455,9.455
2020-02-08,South Carolina,2020,6,1766.0,12.5783,12.5783
2020-02-15,South Carolina,2020,7,1363.0,10.1884,10.1884
2020-02-22,South Carolina,2020,8,839.0,7.85213,7.85213
2020-02-29,South Carolina,2020,9,957.0,7.62064,7.62064
2020-03-07,South Carolina,2020,10,933.0,8.03548,8.03548
2020-03-14,South Carolina,2020,11,1147.0,9.62087,9.62087
2020-03-21,South Carolina,2020,12,898.0,9.82817,9.82817
2020-03-28,South Carolina,2020,13,489.0,6.57346,6.57346
2020-04-04,South Carolina,2020,14,287.0,4.371,4.371
2020-04-11,South Carolina,2020,15,284.0,4.59473,4.59473
2020-04-18,South Carolina,2020,16,169.0,2.84895,2.84895
2020-04-25,South Carolina,2020,17,157.0,2.39804,2.39804
2020-05-02,South Carolina,2020,18,119.0,1.65623,1.65623
2020-05-09,South Carolina,2020,19,102.0,1.36382,1.36382
2020-05-16,South Carolina,2020,20,67.0,0.841603,0.841603
2020-05-23,South Carolina,2020,21,76.0,0.895382,0.895382
2020-05-30,South Carolina,2020,22,71.0,0.821094,0.821094
2020-06-06,South Carolina,2020,23,63.0,0.694751,0.694751
2020-06-13,South Carolina,2020,24,59.0,0.625464,0.625464
2020-06-20,South Carolina,2020,25,133.0,1.42261,1.42261
2020-06-27,South Carolina,2020,26,133.0,1.53917,1.53917
2020-07-04,South Carolina,2020,27,174.0,1.92798,1.92798
2020-07-11,South Carolina,2020,28,199.0,2.06196,2.06196
2020-07-18,South Carolina,2020,29,191.0,2.02825,2.02825
2020-07-25,South Carolina,2020,30,195.0,2.19718,2.19718
2020-08-01,South Carolina,2020,31,107.0,1.51173,1.51173
2020-08-08,South Carolina,2020,32,145.0,1.60523,1.60523
2020-08-15,South Carolina,2020,33,130.0,1.44525,1.44525
2020-08-22,South Carolina,2020,34,132.0,1.47321,1.47321
2020-08-29,South Carolina,2020,35,129.0,1.45467,1.45467
2020-09-05,South Carolina,2020,36,125.0,1.33976,1.33976
2020-09-12,South Carolina,2020,37,100.0,1.25802,1.25802
2020-09-19,South Carolina,2020,38,133.0,1.39853,1.39853
2020-09-26,South Carolina,2020,39,128.0,1.40243,1.40243
2020-10-03,South Carolina,2020,40,126.0,1.39891,1.39891
2020-10-10,South Carolina,2020,41,151.0,1.46502,1.46502
2020-10-17,South Carolina,2020,42,198.0,1.8609,1.8609
2020-10-24,South Carolina,2020,43,175.0,1.5873,1.5873
2020-10-31,South Carolina,2020,44,145.0,1.37767,1.37767
2020-11-07,South Carolina,2020,45,189.0,1.86611,1.86611
2020-11-14,South Carolina,2020,46,200.0,1.73898,1.73898
2020-11-21,South Carolina,2020,47,228.0,2.16319,2.16319
2020-11-28,South Carolina,2020,48,192.0,2.02446,2.02446
2020-12-05,South Carolina,2020,49,187.0,2.00816,2.00816
2020-12-12,South Carolina,2020,50,229.0,2.2147,2.2147
2020-12-19,South Carolina,2020,51,230.0,2.30138,2.30138
2020-12-26,South Carolina,2020,52,220.0,2.52236,2.52236
2021-01-02,South Carolina,2020,53,259.0,2.68923,2.68923
2021-01-09,South Carolina,2021,1,265.0,2.53661,2.53661
2021-01-16,South Carolina,2021,2,223.0,2.18221,2.18221
2021-01-23,South Carolina,2021,3,208.0,1.99272,1.99272
2021-01-30,South Carolina,2021,4,189.0,1.80154,1.80154
2021-02-06,South Carolina,2021,5,188.0,1.57745,1.57745
2021-02-13,South Carolina,2021,6,178.0,1.56429,1.56429
2021-02-20,South Carolina,2021,7,127.0,1.13586,1.13586
2021-02-27,South Carolina,2021,8,168.0,1.48253,1.48253
2021-03-06,South Carolina,2021,9,100.0,0.827746,0.827746
2021-03-13,South Carolina,2021,10,107.0,0.933845,0.933845
2021-03-20,South Carolina,2021,11,99.0,0.846009,0.846009
2021-03-27,South Carolina,2021,12,131.0,0.908334,0.908334
2021-04-03,South Carolina,2021,13,87.0,0.595523,0.595523
2021-04-10,South Carolina,2021,14,81.0,0.563949,0.563949
2021-04-17,South Carolina,2021,15,84.0,0.542636,0.542636
2021-04-24,South Carolina,2021,16,92.0,0.614562,0.614562
2021-05-01,South Carolina,2021,17,92.0,0.597558,0.597558
2021-05-08,South Carolina,2021,18,101.0,0.679631,0.679631
2021-05-15,South Carolina,2021,19,121.0,0.791108,0.791108
2021-05-22,South Carolina,2021,20,101.0,0.658281,0.658281
2021-05-29,South Carolina,2021,21,127.0,0.835691,0.835691
2021-06-05,South Carolina,2021,22,158.0,0.956938,0.956938
2021-06-12,South Carolina,2021,23,160.0,1.05722,1.05722
2021-06-19,South Carolina,2021,24,98.0,0.697956,0.697956
2021-06-26,South Carolina,2021,25,123.0,0.937643,0.937643
2021-07-03,South Carolina,2021,26,111.0,0.720732,0.720732
2021-07-10,South Carolina,2021,27,119.0,0.763457,0.763457
2021-07-17,South Carolina,2021,28,121.0,0.745028,0.745028
2021-07-24,South Carolina,2021,29,206.0,1.24389,1.24389
2021-07-31,South Carolina,2021,30,173.0,1.0036,1.0036
2021-08-07,South Carolina,2021,31,237.0,1.38564,1.38564
2021-08-14,South Carolina,2021,32,258.0,1.48806,1.48806
2021-08-21,South Carolina,2021,33,284.0,1.59211,1.59211
2021-08-28,South Carolina,2021,34,319.0,1.73558,1.73558
2021-09-04,South Carolina,2021,35,337.0,1.75183,1.75183
2021-09-11,South Carolina,2021,36,250.0,1.44668,1.44668
2021-09-18,South Carolina,2021,37,232.0,1.46059,1.46059
2021-09-25,South Carolina,2021,38,159.0,0.969453,0.969453
2021-10-02,South Carolina,2021,39,172.0,1.0447,1.0447
2021-10-09,South Carolina,2021,40,401.0,1.26172,1.26172
2021-10-16,South Carolina,2021,41,379.0,1.19551,1.19551
2021-10-23,South Carolina,2021,42,361.0,1.16174,1.16174
2021-10-30,South Carolina,2021,43,375.0,1.20177,1.20177
2021-11-06,South Carolina,2021,44,418.0,1.33219,1.33219
2021-11-13,South Carolina,2021,45,558.0,1.77053,1.77053
2021-11-20,South Carolina,2021,46,643.0,1.9612,1.9612
2021-11-27,South Carolina,2021,47,740.0,2.51547,2.51547
2021-12-04,South Carolina,2021,48,995.0,2.83888,2.83888
2021-12-11,South Carolina,2021,49,1014.0,2.97065,2.97065
2021-12-18,South Carolina,2021,50,1224.0,3.6395,3.6395
2021-12-25,South Carolina,2021,51,1402.0,4.38481,4.38481
2022-01-01,South Carolina,2021,52,2341.0,5.74112,5.74112
2022-01-08,South Carolina,2022,1,1888.0,4.64613,4.64613
2022-01-15,South Carolina,2022,2,1613.0,4.30397,4.30397
2022-01-22,South Carolina,2022,3,995.0,3.12755,3.12755
2022-01-29,South Carolina,2022,4,638.0,1.93492,1.93492
2022-02-05,South Carolina,2022,5,449.0,1.47093,1.47093
2022-02-12,South Carolina,2022,6,414.0,1.33972,1.33972
2022-02-19,South Carolina,2022,7,467.0,1.48978,1.48978
2022-02-26,South Carolina,2022,8,474.0,1.54998,1.54998
2022-03-05,South Carolina,2022,9,441.0,1.37714,1.37714
2022-03-12,South Carolina,2022,10,384.0,1.23544,1.23544
2022-03-19,South Carolina,2022,11,413.0,1.26812,1.26812
2022-03-26,South Carolina,2022,12,425.0,1.30822,1.30822
2022-04-02,South Carolina,2022,13,477.0,1.44734,1.44734
2022-04-09,South Carolina,2022,14,596.0,1.81271,1.81271
2022-04-16,South Carolina,2022,15,646.0,1.9805,1.9805
2022-04-23,South Carolina,2022,16,692.0,2.02138,2.02138
2022-04-30,South Carolina,2022,17,593.0,1.81074,1.81074
2022-05-07,South Carolina,2022,18,708.0,2.11337,2.11337
2022-05-14,South Carolina,2022,19,735.0,2.1752,2.1752
2022-05-21,South Carolina,2022,20,695.0,2.06231,2.06231
2022-05-28,South Carolina,2022,21,678.0,2.03677,2.03677
2022-06-04,South Carolina,2022,22,716.0,2.12741,2.12741
2022-06-11,South Carolina,2022,23,604.0,1.74703,1.74703
2022-06-18,South Carolina,2022,24,454.0,1.43848,1.43848
2022-06-25,South Carolina,2022,25,423.0,1.31677,1.31677
2022-07-02,South Carolina,2022,26,392.0,1.17432,1.17432
2022-07-09,South Carolina,2022,27,457.0,1.38108,1.38108
2022-07-16,South Carolina,2022,28,453.0,1.34761,1.34761
2022-07-23,South Carolina,2022,29,443.0,1.34741,1.34741
2022-07-30,South Carolina,2022,30,370.0,1.20663,1.20663
2022-08-06,South Carolina,2022,31,374.0,1.24434,1.24434
2022-08-13,South Carolina,2022,32,348.0,1.18263,1.18263
2022-08-20,South Carolina,2022,33,310.0,1.05199,1.05199
2022-08-27,South Carolina,2022,34,533.0,1.63142,1.63142
2022-09-03,South Carolina,2022,35,532.0,1.7847,1.7847
2022-09-10,South Carolina,2022,36,573.0,1.94178,1.94178
2022-09-17,South Carolina,2022,37,604.0,1.99485,1.99485
2022-09-24,South Carolina,2022,38,692.0,2.26625,2.26625
2022-10-01,South Carolina,2022,39,978.0,3.01992,3.01992
2022-10-08,South Carolina,2022,40,1220.0,3.45717,3.45717
2022-10-15,South Carolina,2022,41,1466.0,4.32219,4.32219
2022-10-22,South Carolina,2022,42,1916.0,5.81752,5.81752
2022-10-29,South Carolina,2022,43,3659.0,10.3271,10.3271
2022-11-05,South Carolina,2022,44,5008.0,12.5918,12.5918
2022-11-12,South Carolina,2022,45,3731.0,10.8535,10.8535
2022-11-19,South Carolina,2022,46,2554.0,7.30863,7.30863
2022-11-26,South Carolina,2022,47,2967.0,8.93056,8.93056
2022-12-03,South Carolina,2022,48,2872.0,7.83351,7.83351
2022-12-10,South Carolina,2022,49,2033.0,6.28148,6.28148
2022-12-17,South Carolina,2022,50,1797.0,5.8498,5.8498
2022-12-24,South Carolina,2022,51,1601.0,5.64986,5.64986
2022-12-31,South Carolina,2022,52,1713.0,6.00084,6.00084
2023-01-07,South Carolina,2023,1,1566.0,4.86698,4.86698
2023-01-14,South Carolina,2023,2,1069.0,3.43608,3.43608
2023-01-21,South Carolina,2023,3,1045.0,3.30362,3.30362
2023-01-28,South Carolina,2023,4,868.0,2.87284,2.87284
2023-02-04,South Carolina,2023,5,987.0,3.21164,3.21164
2023-02-11,South Carolina,2023,6,1017.0,3.12011,3.12011
2023-02-18,South Carolina,2023,7,843.0,2.79093,2.79093
2023-02-25,South Carolina,2023,8,787.0,2.57577,2.57577
2023-03-04,South Carolina,2023,9,800.0,2.26545,2.26545
2023-03-11,South Carolina,2023,10,738.0,2.17821,2.17821
2023-03-18,South Carolina,2023,11,760.0,2.17441,2.17441
2023-03-25,South Carolina,2023,12,820.0,2.30098,2.30098
2023-04-01,South Carolina,2023,13,866.0,2.41018,2.41018
2023-04-08,South Carolina,2023,14,717.0,2.0661,2.0661
2023-04-15,South Carolina,2023,15,664.0,1.98529,1.98529
2023-04-22,South Carolina,2023,16,638.0,1.79012,1.79012
2023-04-29,South Carolina,2023,17,645.0,1.866,1.866
2023-05-06,South Carolina,2023,18,629.0,1.83296,1.83296
2023-05-13,South Carolina,2023,19,616.0,1.75859,1.75859
2023-05-20,South Carolina,2023,20,606.0,1.75231,1.75231
2023-05-27,South Carolina,2023,21,460.0,1.39733,1.39733
2023-06-03,South Carolina,2023,22,506.0,1.49025,1.49025
2023-06-10,South Carolina,2023,23,532.0,1.53966,1.53966
2023-06-17,South Carolina,2023,24,468.0,1.37781,1.37781
2023-06-24,South Carolina,2023,25,413.0,1.20972,1.20972
2023-07-01,South Carolina,2023,26,360.0,1.08382,1.08382
2023-07-08,South Carolina,2023,27,362.0,1.08348,1.08348
2023-07-15,South Carolina,2023,28,341.0,0.981549,0.981549
2023-07-22,South Carolina,2023,29,319.0,0.923861,0.923861
2023-07-29,South Carolina,2023,30,325.0,1.00706,1.00706
2023-08-05,South Carolina,2023,31,359.0,1.23118,1.23118
2023-08-12,South Carolina,2023,32,230.0,0.877394,0.877394
2023-08-19,South Carolina,2023,33,474.0,1.58518,1.58518
2023-08-26,South Carolina,2023,34,789.0,2.11471,2.11471
2023-09-02,South Carolina,2023,35,834.0,2.30317,2.30317
2023-09-09,South Carolina,2023,36,656.0,1.9958,1.9958
2023-09-16,South Carolina,2023,37,699.0,2.3122,2.3122
2023-09-23,South Carolina,2023,38,708.0,2.14467,2.14467
2023-09-30,South Carolina,2023,39,723.0,2.18654,2.18654
2023-10-07,South Carolina,2023,40,766.0,2.40268,2.40268
2023-10-14,South Carolina,2023,41,797.0,2.47716,2.47716
2023-10-21,South Carolina,2023,42,870.0,2.68934,2.68934
2023-10-28,South Carolina,2023,43,1009.0,3.02114,3.02114
2023-11-04,South Carolina,2023,44,1221.0,3.6745,3.6745
2023-11-11,South Carolina,2023,45,1847.0,5.30351,5.30351
2023-11-18,South Carolina,2023,46,2145.0,6.0285,6.0285
2023-11-25,South Carolina,2023,47,1397.0,6.86554,6.86554
2023-12-02,South Carolina,2023,48,2557.0,7.30196,7.30196
2023-12-09,South Carolina,2023,49,3195.0,9.09117,9.09117
2023-12-16,South Carolina,2023,50,4089.0,12.7387,12.7387
2023-12-23,South Carolina,2023,51,5574.0,16.478,16.478
2023-12-30,South Carolina,2023,52,2308.0,19.3284,19.3284
2024-01-06,South Carolina,2024,1,3779.0,11.8654,11.8654
2024-01-13,South Carolina,2024,2,2449.0,8.26583,8.26583
2024-01-20,South Carolina,2024,3,2010.0,6.88498,6.88498
2024-01-27,South Carolina,2024,4,2202.0,7.1724,7.1724
2024-02-03,South Carolina,2024,5,1988.0,6.2703,6.2703
2024-02-10,South Carolina,2024,6,1950.0,5.99631,5.99631
2024-02-17,South Carolina,2024,7,1860.0,5.62001,5.62001
2024-02-24,South Carolina,2024,8,1583.0,4.95694,4.95694
2024-03-02,South Carolina,2024,9,1493.0,4.66635,4.66635
2024-03-09,South Carolina,2024,10,1275.0,3.95557,3.95557
2024-03-16,South Carolina,2024,11,1075.0,3.29643,3.29643
2024-03-23,South Carolina,2024,12,939.0,2.90406,2.90406
2024-03-30,South Carolina,2024,13,970.0,3.04361,3.04361
2024-04-06,South Carolina,2024,14,911.0,2.86667,2.86667
2024-04-13,South Carolina,2024,15,780.0,2.39602,2.39602
2024-04-20,South Carolina,2024,16,632.0,1.92818,1.92818
