date,location_name,year,week,total_ili,unweighted_ili,total_hosp
2010-10-09,Alabama,2010,40,249.0,2.13477,2.13477
2010-10-16,Alabama,2010,41,239.0,2.05999,2.05999
2010-10-23,Alabama,2010,42,232.0,1.94224,1.94224
2010-10-30,Alabama,2010,43,274.0,2.2765,2.2765
2010-11-06,Alabama,2010,44,342.0,2.83371,2.83371
2010-11-13,Alabama,2010,45,419.0,3.46224,3.46224
2010-11-20,Alabama,2010,46,434.0,3.53248,3.53248
2010-11-27,Alabama,2010,47,360.0,4.27655,4.27655
2010-12-04,Alabama,2010,48,467.0,4.44043,4.44043
2010-12-11,Alabama,2010,49,656.0,5.81097,5.81097
2010-12-18,Alabama,2010,50,1245.0,10.4359,10.4359
2010-12-25,Alabama,2010,51,1297.0,13.0878,13.0878
2011-01-01,Alabama,2010,52,1274.0,11.6592,11.6592
2011-01-08,Alabama,2011,1,1191.0,9.73755,9.73755
2011-01-15,Alabama,2011,2,1195.0,11.944,11.944
2011-01-22,Alabama,2011,3,1624.0,13.1063,13.1063
2011-01-29,Alabama,2011,4,1938.0,14.7376,14.7376
2011-02-05,Alabama,2011,5,1504.0,12.5984,12.5984
2011-02-12,Alabama,2011,6,1586.0,11.5078,11.5078
2011-02-19,Alabama,2011,7,1450.0,11.9696,11.9696
2011-02-26,Alabama,2011,8,1200.0,9.67196,9.67196
2011-03-05,Alabama,2011,9,737.0,6.80203,6.80203
2011-03-12,Alabama,2011,10,593.0,5.82572,5.82572
2011-03-19,Alabama,2011,11,390.0,4.04606,4.04606
2011-03-26,Alabama,2011,12,334.0,3.43834,3.43834
2011-04-02,Alabama,2011,13,291.0,3.17374,3.17374
2011-04-09,Alabama,2011,14,252.0,2.74659,2.74659
2011-04-16,Alabama,2011,15,189.0,2.67592,2.67592
2011-04-23,Alabama,2011,16,194.0,2.76866,2.76866
2011-04-30,Alabama,2011,17,207.0,3.28311,3.28311
2011-05-07,Alabama,2011,18,198.0,3.00455,3.00455
2011-05-14,Alabama,2011,19,180.0,2.64628,2.64628
2011-05-21,Alabama,2011,20,161.0,2.46441,2.46441
2011-05-28,Alabama,2011,21,167.0,2.72831,2.72831
2011-06-04,Alabama,2011,22,134.0,2.54511,2.54511
2011-06-11,Alabama,2011,23,144.0,2.38925,2.38925
2011-06-18,Alabama,2011,24,149.0,2.51859,2.51859
2011-06-25,Alabama,2011,25,96.0,1.79372,1.79372
2011-07-02,Alabama,2011,26,112.0,2.36038,2.36038
2011-07-09,Alabama,2011,27,88.0,1.84216,1.84216
2011-07-16,Alabama,2011,28,109.0,1.88256,1.88256
2011-07-23,Alabama,2011,29,74.0,1.3618,1.3618
2011-07-30,Alabama,2011,30,77.0,1.3122,1.3122
2011-08-06,Alabama,2011,31,14.0,0.340219,0.340219
2011-08-13,Alabama,2011,32,111.0,1.79206,1.79206
2011-08-20,Alabama,2011,33,130.0,2.1645,2.1645
2011-08-27,Alabama,2011,34,142.0,2.3037,2.3037
2011-09-03,Alabama,2011,35,145.0,2.34438,2.34438
2011-09-10,Alabama,2011,36,181.0,3.44828,3.44828
2011-09-17,Alabama,2011,37,224.0,3.55951,3.55951
2011-09-24,Alabama,2011,38,234.0,3.38738,3.38738
2011-10-01,Alabama,2011,39,229.0,3.46445,3.46445
2011-10-08,Alabama,2011,40,267.0,2.49486,2.49486
2011-10-15,Alabama,2011,41,317.0,2.82808,2.82808
2011-10-22,Alabama,2011,42,315.0,3.4254,3.4254
2011-10-29,Alabama,2011,43,387.0,3.83396,3.83396
2011-11-05,Alabama,2011,44,362.0,3.79415,3.79415
2011-11-12,Alabama,2011,45,396.0,4.19269,4.19269
2011-11-19,Alabama,2011,46,286.0,3.28321,3.28321
2011-11-26,Alabama,2011,47,337.0,4.25935,4.25935
2011-12-03,Alabama,2011,48,318.0,3.32254,3.32254
2011-12-10,Alabama,2011,49,387.0,4.55241,4.55241
2011-12-17,Alabama,2011,50,425.0,4.85437,4.85437
2011-12-24,Alabama,2011,51,394.0,5.43074,5.43074
2011-12-31,Alabama,2011,52,416.0,5.80195,5.80195
2012-01-07,Alabama,2012,1,389.0,4.61064,4.61064
2012-01-14,Alabama,2012,2,449.0,4.90335,4.90335
2012-01-21,Alabama,2012,3,545.0,5.7911,5.7911
2012-01-28,Alabama,2012,4,606.0,6.26227,6.26227
2012-02-04,Alabama,2012,5,650.0,6.59096,6.59096
2012-02-11,Alabama,2012,6,697.0,6.43108,6.43108
2012-02-18,Alabama,2012,7,726.0,6.75035,6.75035
2012-02-25,Alabama,2012,8,654.0,6.07355,6.07355
2012-03-03,Alabama,2012,9,577.0,6.24526,6.24526
2012-03-10,Alabama,2012,10,574.0,6.25613,6.25613
2012-03-17,Alabama,2012,11,552.0,5.94763,5.94763
2012-03-24,Alabama,2012,12,366.0,4.58877,4.58877
2012-03-31,Alabama,2012,13,334.0,4.43559,4.43559
2012-04-07,Alabama,2012,14,316.0,3.89306,3.89306
2012-04-14,Alabama,2012,15,297.0,3.75332,3.75332
2012-04-21,Alabama,2012,16,351.0,4.34298,4.34298
2012-04-28,Alabama,2012,17,350.0,4.44388,4.44388
2012-05-05,Alabama,2012,18,341.0,4.74534,4.74534
2012-05-12,Alabama,2012,19,331.0,4.27042,4.27042
2012-05-19,Alabama,2012,20,357.0,5.21549,5.21549
2012-05-26,Alabama,2012,21,250.0,3.83966,3.83966
2012-06-02,Alabama,2012,22,257.0,4.1884,4.1884
2012-06-09,Alabama,2012,23,244.0,4.56501,4.56501
2012-06-16,Alabama,2012,24,207.0,3.64437,3.64437
2012-06-23,Alabama,2012,25,44.0,1.05795,1.05795
2012-06-30,Alabama,2012,26,199.0,3.61162,3.61162
2012-07-07,Alabama,2012,27,177.0,3.61815,3.61815
2012-07-14,Alabama,2012,28,186.0,3.42731,3.42731
2012-07-21,Alabama,2012,29,160.0,3.02515,3.02515
2012-07-28,Alabama,2012,30,166.0,3.19846,3.19846
2012-08-04,Alabama,2012,31,174.0,3.32887,3.32887
2012-08-11,Alabama,2012,32,153.0,2.69509,2.69509
2012-08-18,Alabama,2012,33,197.0,3.37965,3.37965
2012-08-25,Alabama,2012,34,216.0,4.09013,4.09013
2012-09-01,Alabama,2012,35,286.0,4.86064,4.86064
2012-09-08,Alabama,2012,36,274.0,4.88327,4.88327
2012-09-15,Alabama,2012,37,277.0,5.23432,5.23432
2012-09-22,Alabama,2012,38,268.0,4.4622,4.4622
2012-09-29,Alabama,2012,39,312.0,4.94924,4.94924
2012-10-06,Alabama,2012,40,238.0,1.49404,1.49404
2012-10-13,Alabama,2012,41,288.0,1.98826,1.98826
2012-10-20,Alabama,2012,42,265.0,1.70858,1.70858
2012-10-27,Alabama,2012,43,261.0,1.564,1.564
2012-11-03,Alabama,2012,44,275.0,1.71254,1.71254
2012-11-10,Alabama,2012,45,335.0,2.11597,2.11597
2012-11-17,Alabama,2012,46,482.0,3.00274,3.00274
2012-11-24,Alabama,2012,47,647.0,5.24099,5.24099
2012-12-01,Alabama,2012,48,916.0,5.29602,5.29602
2012-12-08,Alabama,2012,49,1480.0,8.76414,8.76414
2012-12-15,Alabama,2012,50,1595.0,9.77209,9.77209
2012-12-22,Alabama,2012,51,1508.0,10.3316,10.3316
2012-12-29,Alabama,2012,52,1263.0,12.1174,12.1174
2013-01-05,Alabama,2013,1,867.0,7.66104,7.66104
2013-01-12,Alabama,2013,2,1074.0,7.4161,7.4161
2013-01-19,Alabama,2013,3,799.0,5.90845,5.90845
2013-01-26,Alabama,2013,4,593.0,4.76343,4.76343
2013-02-02,Alabama,2013,5,597.0,4.46756,4.46756
2013-02-09,Alabama,2013,6,511.0,3.86127,3.86127
2013-02-16,Alabama,2013,7,531.0,4.12844,4.12844
2013-02-23,Alabama,2013,8,393.0,3.0586,3.0586
2013-03-02,Alabama,2013,9,408.0,3.39632,3.39632
2013-03-09,Alabama,2013,10,398.0,3.19473,3.19473
2013-03-16,Alabama,2013,11,397.0,3.33361,3.33361
2013-03-23,Alabama,2013,12,427.0,3.89456,3.89456
2013-03-30,Alabama,2013,13,229.0,2.08523,2.08523
2013-04-06,Alabama,2013,14,225.0,1.90824,1.90824
2013-04-13,Alabama,2013,15,129.0,1.19202,1.19202
2013-04-20,Alabama,2013,16,110.0,1.10686,1.10686
2013-04-27,Alabama,2013,17,67.0,0.660815,0.660815
2013-05-04,Alabama,2013,18,72.0,0.739447,0.739447
2013-05-11,Alabama,2013,19,65.0,0.677577,0.677577
2013-05-18,Alabama,2013,20,43.0,0.597222,0.597222
2013-05-25,Alabama,2013,21,67.0,0.803646,0.803646
2013-06-01,Alabama,2013,22,41.0,0.522759,0.522759
2013-06-08,Alabama,2013,23,31.0,0.382433,0.382433
2013-06-15,Alabama,2013,24,34.0,0.42735,0.42735
2013-06-22,Alabama,2013,25,44.0,0.598395,0.598395
2013-06-29,Alabama,2013,26,30.0,0.396983,0.396983
2013-07-06,Alabama,2013,27,14.0,0.228945,0.228945
2013-07-13,Alabama,2013,28,19.0,0.246689,0.246689
2013-07-20,Alabama,2013,29,23.0,0.285963,0.285963
2013-07-27,Alabama,2013,30,25.0,0.401091,0.401091
2013-08-03,Alabama,2013,31,32.0,0.416287,0.416287
2013-08-10,Alabama,2013,32,26.0,0.318121,0.318121
2013-08-17,Alabama,2013,33,24.0,0.307495,0.307495
2013-08-24,Alabama,2013,34,33.0,0.420382,0.420382
2013-08-31,Alabama,2013,35,37.0,0.449848,0.449848
2013-09-07,Alabama,2013,36,64.0,0.794538,0.794538
2013-09-14,Alabama,2013,37,65.0,0.73914,0.73914
2013-09-21,Alabama,2013,38,56.0,0.665083,0.665083
2013-09-28,Alabama,2013,39,132.0,1.55075,1.55075
2013-10-05,Alabama,2013,40,201.0,1.59044,1.59044
2013-10-12,Alabama,2013,41,217.0,1.71352,1.71352
2013-10-19,Alabama,2013,42,243.0,1.58193,1.58193
2013-10-26,Alabama,2013,43,452.0,3.05901,3.05901
2013-11-02,Alabama,2013,44,435.0,2.89768,2.89768
2013-11-09,Alabama,2013,45,509.0,3.31035,3.31035
2013-11-16,Alabama,2013,46,506.0,3.30741,3.30741
2013-11-23,Alabama,2013,47,585.0,3.76957,3.76957
2013-11-30,Alabama,2013,48,398.0,3.86408,3.86408
2013-12-07,Alabama,2013,49,939.0,5.90269,5.90269
2013-12-14,Alabama,2013,50,854.0,6.3419,6.3419
2013-12-21,Alabama,2013,51,892.0,7.01148,7.01148
2013-12-28,Alabama,2013,52,755.0,7.46047,7.46047
2014-01-04,Alabama,2014,1,808.0,6.91366,6.91366
2014-01-11,Alabama,2014,2,598.0,5.12425,5.12425
2014-01-18,Alabama,2014,3,451.0,4.12286,4.12286
2014-01-25,Alabama,2014,4,576.0,4.90589,4.90589
2014-02-01,Alabama,2014,5,467.0,4.19172,4.19172
2014-02-08,Alabama,2014,6,437.0,3.62115,3.62115
2014-02-15,Alabama,2014,7,230.0,3.06381,3.06381
2014-02-22,Alabama,2014,8,239.0,1.96498,1.96498
2014-03-01,Alabama,2014,9,223.0,2.17243,2.17243
2014-03-08,Alabama,2014,10,204.0,1.99863,1.99863
2014-03-15,Alabama,2014,11,163.0,1.75817,1.75817
2014-03-22,Alabama,2014,12,131.0,1.44337,1.44337
2014-03-29,Alabama,2014,13,105.0,1.40019,1.40019
2014-04-05,Alabama,2014,14,81.0,0.983607,0.983607
2014-04-12,Alabama,2014,15,85.0,0.993455,0.993455
2014-04-19,Alabama,2014,16,115.0,1.3658,1.3658
2014-04-26,Alabama,2014,17,138.0,1.56836,1.56836
2014-05-03,Alabama,2014,18,105.0,1.35659,1.35659
2014-05-10,Alabama,2014,19,119.0,1.45459,1.45459
2014-05-17,Alabama,2014,20,119.0,1.52174,1.52174
2014-05-24,Alabama,2014,21,115.0,1.48944,1.48944
2014-05-31,Alabama,2014,22,73.0,1.12015,1.12015
2014-06-07,Alabama,2014,23,92.0,1.26949,1.26949
2014-06-14,Alabama,2014,24,83.0,1.31662,1.31662
2014-06-21,Alabama,2014,25,56.0,0.935829,0.935829
2014-06-28,Alabama,2014,26,58.0,0.923861,0.923861
2014-07-05,Alabama,2014,27,46.0,0.907477,0.907477
2014-07-12,Alabama,2014,28,46.0,0.728079,0.728079
2014-07-19,Alabama,2014,29,47.0,0.758799,0.758799
2014-07-26,Alabama,2014,30,54.0,0.881921,0.881921
2014-08-02,Alabama,2014,31,41.0,0.648324,0.648324
2014-08-09,Alabama,2014,32,68.0,1.0201,1.0201
2014-08-16,Alabama,2014,33,87.0,1.28946,1.28946
2014-08-23,Alabama,2014,34,111.0,1.56935,1.56935
2014-08-30,Alabama,2014,35,122.0,1.71348,1.71348
2014-09-06,Alabama,2014,36,120.0,1.81736,1.81736
2014-09-13,Alabama,2014,37,118.0,1.75595,1.75595
2014-09-20,Alabama,2014,38,152.0,2.12647,2.12647
2014-09-27,Alabama,2014,39,136.0,2.04542,2.04542
2014-10-04,Alabama,2014,40,220.0,1.73174,1.73174
2014-10-11,Alabama,2014,41,270.0,2.06627,2.06627
2014-10-18,Alabama,2014,42,214.0,1.73504,1.73504
2014-10-25,Alabama,2014,43,246.0,1.8387,1.8387
2014-11-01,Alabama,2014,44,253.0,2.11822,2.11822
2014-11-08,Alabama,2014,45,274.0,2.5133,2.5133
2014-11-15,Alabama,2014,46,510.0,3.95533,3.95533
2014-11-22,Alabama,2014,47,693.0,5.70089,5.70089
2014-11-29,Alabama,2014,48,600.0,7.26216,7.26216
2014-12-06,Alabama,2014,49,447.0,5.01346,5.01346
2014-12-13,Alabama,2014,50,1216.0,10.1072,10.1072
2014-12-20,Alabama,2014,51,1830.0,15.3305,15.3305
2014-12-27,Alabama,2014,52,1714.0,19.4177,19.4177
2015-01-03,Alabama,2014,53,1008.0,11.2212,11.2212
2015-01-10,Alabama,2015,1,525.0,5.42916,5.42916
2015-01-17,Alabama,2015,2,886.0,8.25184,8.25184
2015-01-24,Alabama,2015,3,1033.0,9.66053,9.66053
2015-01-31,Alabama,2015,4,933.0,8.53614,8.53614
2015-02-07,Alabama,2015,5,797.0,8.2831,8.2831
2015-02-14,Alabama,2015,6,791.0,8.414,8.414
2015-02-21,Alabama,2015,7,556.0,6.0343,6.0343
2015-02-28,Alabama,2015,8,451.0,5.52358,5.52358
2015-03-07,Alabama,2015,9,496.0,5.87052,5.87052
2015-03-14,Alabama,2015,10,418.0,4.71464,4.71464
2015-03-21,Alabama,2015,11,334.0,3.90324,3.90324
2015-03-28,Alabama,2015,12,196.0,2.79083,2.79083
2015-04-04,Alabama,2015,13,138.0,1.97849,1.97849
2015-04-11,Alabama,2015,14,145.0,1.78527,1.78527
2015-04-18,Alabama,2015,15,126.0,1.65746,1.65746
2015-04-25,Alabama,2015,16,108.0,1.53061,1.53061
2015-05-02,Alabama,2015,17,92.0,1.42085,1.42085
2015-05-09,Alabama,2015,18,70.0,1.33359,1.33359
2015-05-16,Alabama,2015,19,94.0,1.87775,1.87775
2015-05-23,Alabama,2015,20,56.0,1.55815,1.55815
2015-05-30,Alabama,2015,21,30.0,0.793861,0.793861
2015-06-06,Alabama,2015,22,42.0,0.959342,0.959342
2015-06-13,Alabama,2015,23,42.0,1.01034,1.01034
2015-06-20,Alabama,2015,24,40.0,1.00705,1.00705
2015-06-27,Alabama,2015,25,26.0,0.626204,0.626204
2015-07-04,Alabama,2015,26,13.0,0.619933,0.619933
2015-07-11,Alabama,2015,27,30.0,0.685871,0.685871
2015-07-18,Alabama,2015,28,46.0,1.06977,1.06977
2015-07-25,Alabama,2015,29,27.0,0.613358,0.613358
2015-08-01,Alabama,2015,30,28.0,0.596125,0.596125
2015-08-08,Alabama,2015,31,37.0,0.775031,0.775031
2015-08-15,Alabama,2015,32,47.0,1.07184,1.07184
2015-08-22,Alabama,2015,33,63.0,1.23869,1.23869
2015-08-29,Alabama,2015,34,85.0,1.19769,1.19769
2015-09-05,Alabama,2015,35,74.0,1.05548,1.05548
2015-09-12,Alabama,2015,36,66.0,0.871632,0.871632
2015-09-19,Alabama,2015,37,71.0,1.25708,1.25708
2015-09-26,Alabama,2015,38,95.0,1.64931,1.64931
2015-10-03,Alabama,2015,39,128.0,2.15379,2.15379
2015-10-10,Alabama,2015,40,272.0,2.58875,2.58875
2015-10-17,Alabama,2015,41,258.0,2.48819,2.48819
2015-10-24,Alabama,2015,42,251.0,2.31635,2.31635
2015-10-31,Alabama,2015,43,279.0,2.19702,2.19702
2015-11-07,Alabama,2015,44,313.0,2.31715,2.31715
2015-11-14,Alabama,2015,45,290.0,2.20919,2.20919
2015-11-21,Alabama,2015,46,305.0,2.64504,2.64504
2015-11-28,Alabama,2015,47,255.0,3.50323,3.50323
2015-12-05,Alabama,2015,48,295.0,2.45363,2.45363
2015-12-12,Alabama,2015,49,339.0,2.76306,2.76306
2015-12-19,Alabama,2015,50,334.0,3.1391,3.1391
2015-12-26,Alabama,2015,51,249.0,3.28583,3.28583
2016-01-02,Alabama,2015,52,220.0,2.88941,2.88941
2016-01-09,Alabama,2016,1,293.0,2.77095,2.77095
2016-01-16,Alabama,2016,2,350.0,2.79062,2.79062
2016-01-23,Alabama,2016,3,394.0,3.24173,3.24173
2016-01-30,Alabama,2016,4,416.0,3.15247,3.15247
2016-02-06,Alabama,2016,5,332.0,3.24061,3.24061
2016-02-13,Alabama,2016,6,332.0,3.12853,3.12853
2016-02-20,Alabama,2016,7,484.0,3.89068,3.89068
2016-02-27,Alabama,2016,8,509.0,4.39855,4.39855
2016-03-05,Alabama,2016,9,521.0,5.47097,5.47097
2016-03-12,Alabama,2016,10,632.0,6.55058,6.55058
2016-03-19,Alabama,2016,11,440.0,4.98188,4.98188
2016-03-26,Alabama,2016,12,398.0,5.03734,5.03734
2016-04-02,Alabama,2016,13,388.0,5.4502,5.4502
2016-04-09,Alabama,2016,14,360.0,4.41285,4.41285
2016-04-16,Alabama,2016,15,311.0,3.62936,3.62936
2016-04-23,Alabama,2016,16,340.0,3.92021,3.92021
2016-04-30,Alabama,2016,17,247.0,3.10614,3.10614
2016-05-07,Alabama,2016,18,201.0,2.54817,2.54817
2016-05-14,Alabama,2016,19,161.0,2.51917,2.51917
2016-05-21,Alabama,2016,20,173.0,2.69975,2.69975
2016-05-28,Alabama,2016,21,122.0,2.23771,2.23771
2016-06-04,Alabama,2016,22,84.0,1.92926,1.92926
2016-06-11,Alabama,2016,23,93.0,1.64923,1.64923
2016-06-18,Alabama,2016,24,63.0,1.18132,1.18132
2016-06-25,Alabama,2016,25,59.0,1.23199,1.23199
2016-07-02,Alabama,2016,26,54.0,1.09025,1.09025
2016-07-09,Alabama,2016,27,45.0,1.08565,1.08565
2016-07-16,Alabama,2016,28,36.0,0.77436,0.77436
2016-07-23,Alabama,2016,29,59.0,1.212,1.212
2016-07-30,Alabama,2016,30,37.0,0.659184,0.659184
2016-08-06,Alabama,2016,31,52.0,0.991988,0.991988
2016-08-13,Alabama,2016,32,81.0,1.55411,1.55411
2016-08-20,Alabama,2016,33,86.0,1.39542,1.39542
2016-08-27,Alabama,2016,34,92.0,1.38221,1.38221
2016-09-03,Alabama,2016,35,89.0,1.3963,1.3963
2016-09-10,Alabama,2016,36,69.0,1.32311,1.32311
2016-09-17,Alabama,2016,37,105.0,1.76768,1.76768
2016-09-24,Alabama,2016,38,120.0,1.8797,1.8797
2016-10-01,Alabama,2016,39,100.0,1.51172,1.51172
2016-10-08,Alabama,2016,40,169.0,2.22398,2.22398
2016-10-15,Alabama,2016,41,124.0,1.6809,1.6809
2016-10-22,Alabama,2016,42,153.0,1.99635,1.99635
2016-10-29,Alabama,2016,43,185.0,2.40322,2.40322
2016-11-05,Alabama,2016,44,213.0,2.70133,2.70133
2016-11-12,Alabama,2016,45,195.0,2.46088,2.46088
2016-11-19,Alabama,2016,46,222.0,2.81762,2.81762
2016-11-26,Alabama,2016,47,134.0,2.62077,2.62077
2016-12-03,Alabama,2016,48,209.0,2.69573,2.69573
2016-12-10,Alabama,2016,49,212.0,2.65332,2.65332
2016-12-17,Alabama,2016,50,310.0,3.84472,3.84472
2016-12-24,Alabama,2016,51,347.0,4.96494,4.96494
2016-12-31,Alabama,2016,52,345.0,5.47445,5.47445
2017-01-07,Alabama,2017,1,275.0,4.38736,4.38736
2017-01-14,Alabama,2017,2,330.0,4.11625,4.11625
2017-01-21,Alabama,2017,3,470.0,6.10548,6.10548
2017-01-28,Alabama,2017,4,449.0,5.26563,5.26563
2017-02-04,Alabama,2017,5,538.0,6.47647,6.47647
2017-02-11,Alabama,2017,6,705.0,7.76346,7.76346
2017-02-18,Alabama,2017,7,691.0,7.56183,7.56183
2017-02-25,Alabama,2017,8,650.0,7.42094,7.42094
2017-03-04,Alabama,2017,9,490.0,6.29416,6.29416
2017-03-11,Alabama,2017,10,567.0,6.59379,6.59379
2017-03-18,Alabama,2017,11,477.0,5.96548,5.96548
2017-03-25,Alabama,2017,12,586.0,6.78633,6.78633
2017-04-01,Alabama,2017,13,365.0,5.18245,5.18245
2017-04-08,Alabama,2017,14,222.0,3.28208,3.28208
2017-04-15,Alabama,2017,15,210.0,2.89855,2.89855
2017-04-22,Alabama,2017,16,200.0,2.77162,2.77162
2017-04-29,Alabama,2017,17,149.0,2.05347,2.05347
2017-05-06,Alabama,2017,18,164.0,2.29982,2.29982
2017-05-13,Alabama,2017,19,164.0,2.32988,2.32988
2017-05-20,Alabama,2017,20,168.0,2.50634,2.50634
2017-05-27,Alabama,2017,21,113.0,2.03091,2.03091
2017-06-03,Alabama,2017,22,62.0,1.29626,1.29626
2017-06-10,Alabama,2017,23,51.0,1.0559,1.0559
2017-06-17,Alabama,2017,24,35.0,0.830171,0.830171
2017-06-24,Alabama,2017,25,47.0,1.1051,1.1051
2017-07-01,Alabama,2017,26,39.0,0.877588,0.877588
2017-07-08,Alabama,2017,27,31.0,0.934016,0.934016
2017-07-15,Alabama,2017,28,44.0,0.955483,0.955483
2017-07-22,Alabama,2017,29,30.0,0.687916,0.687916
2017-07-29,Alabama,2017,30,28.0,0.625698,0.625698
2017-08-05,Alabama,2017,31,31.0,0.608918,0.608918
2017-08-12,Alabama,2017,32,35.0,0.802016,0.802016
2017-08-19,Alabama,2017,33,54.0,1.34966,1.34966
2017-08-26,Alabama,2017,34,80.0,1.716,1.716
2017-09-02,Alabama,2017,35,73.0,1.54497,1.54497
2017-09-09,Alabama,2017,36,87.0,1.71125,1.71125
2017-09-16,Alabama,2017,37,74.0,1.74159,1.74159
2017-09-23,Alabama,2017,38,83.0,1.60263,1.60263
2017-09-30,Alabama,2017,39,107.0,1.73927,1.73927
2017-10-07,Alabama,2017,40,698.0,1.80637,1.80637
2017-10-14,Alabama,2017,41,738.0,1.88136,1.88136
2017-10-21,Alabama,2017,42,710.0,1.8734,1.8734
2017-10-28,Alabama,2017,43,799.0,2.12902,2.12902
2017-11-04,Alabama,2017,44,979.0,2.50345,2.50345
2017-11-11,Alabama,2017,45,964.0,2.43557,2.43557
2017-11-18,Alabama,2017,46,1100.0,2.79799,2.79799
2017-11-25,Alabama,2017,47,967.0,2.86595,2.86595
2017-12-02,Alabama,2017,48,1239.0,3.03171,3.03171
2017-12-09,Alabama,2017,49,1274.0,3.67825,3.67825
2017-12-16,Alabama,2017,50,1737.0,4.79861,4.79861
2017-12-23,Alabama,2017,51,3116.0,7.92351,7.92351
2017-12-30,Alabama,2017,52,3583.0,9.37001,9.37001
2018-01-06,Alabama,2018,1,3738.0,9.66666,9.66666
2018-01-13,Alabama,2018,2,4829.0,11.4042,11.4042
2018-01-20,Alabama,2018,3,5145.0,13.5716,13.5716
2018-01-27,Alabama,2018,4,5135.0,12.0872,12.0872
2018-02-03,Alabama,2018,5,5278.0,12.6159,12.6159
2018-02-10,Alabama,2018,6,5100.0,12.053,12.053
2018-02-17,Alabama,2018,7,2827.0,6.62759,6.62759
2018-02-24,Alabama,2018,8,2172.0,5.78059,5.78059
2018-03-03,Alabama,2018,9,1212.0,3.50826,3.50826
2018-03-10,Alabama,2018,10,1034.0,2.96734,2.96734
2018-03-17,Alabama,2018,11,945.0,2.70054,2.70054
2018-03-24,Alabama,2018,12,837.0,2.42328,2.42328
2018-03-31,Alabama,2018,13,738.0,2.10502,2.10502
2018-04-07,Alabama,2018,14,693.0,1.85876,1.85876
2018-04-14,Alabama,2018,15,634.0,1.67309,1.67309
2018-04-21,Alabama,2018,16,604.0,1.59241,1.59241
2018-04-28,Alabama,2018,17,532.0,1.44857,1.44857
2018-05-05,Alabama,2018,18,509.0,1.35947,1.35947
2018-05-12,Alabama,2018,19,448.0,1.20346,1.20346
2018-05-19,Alabama,2018,20,417.0,1.13941,1.13941
2018-05-26,Alabama,2018,21,357.0,1.05784,1.05784
2018-06-02,Alabama,2018,22,384.0,1.10354,1.10354
2018-06-09,Alabama,2018,23,283.0,0.790724,0.790724
2018-06-16,Alabama,2018,24,280.0,0.790179,0.790179
2018-06-23,Alabama,2018,25,182.0,0.677789,0.677789
2018-06-30,Alabama,2018,26,221.0,0.666144,0.666144
2018-07-07,Alabama,2018,27,247.0,0.735666,0.735666
2018-07-14,Alabama,2018,28,226.0,0.614799,0.614799
2018-07-21,Alabama,2018,29,226.0,0.630088,0.630088
2018-07-28,Alabama,2018,30,211.0,0.63202,0.63202
2018-08-04,Alabama,2018,31,227.0,0.663122,0.663122
2018-08-11,Alabama,2018,32,226.0,0.655738,0.655738
2018-08-18,Alabama,2018,33,326.0,0.899956,0.899956
2018-08-25,Alabama,2018,34,512.0,1.3137,1.3137
2018-09-01,Alabama,2018,35,497.0,1.27224,1.27224
2018-09-08,Alabama,2018,36,565.0,1.44664,1.44664
2018-09-15,Alabama,2018,37,565.0,1.42846,1.42846
2018-09-22,Alabama,2018,38,605.0,1.59681,1.59681
2018-09-29,Alabama,2018,39,544.0,1.52419,1.52419
2018-10-06,Alabama,2018,40,640.0,1.62895,1.62895
2018-10-13,Alabama,2018,41,633.0,1.72025,1.72025
2018-10-20,Alabama,2018,42,656.0,1.82969,1.82969
2018-10-27,Alabama,2018,43,857.0,2.24404,2.24404
2018-11-03,Alabama,2018,44,914.0,2.39048,2.39048
2018-11-10,Alabama,2018,45,1083.0,2.76071,2.76071
2018-11-17,Alabama,2018,46,1111.0,2.96346,2.96346
2018-11-24,Alabama,2018,47,1084.0,3.05731,3.05731
2018-12-01,Alabama,2018,48,1263.0,3.06889,3.06889
2018-12-08,Alabama,2018,49,1152.0,2.97551,2.97551
2018-12-15,Alabama,2018,50,1420.0,3.66897,3.66897
2018-12-22,Alabama,2018,51,1585.0,4.11336,4.11336
2018-12-29,Alabama,2018,52,1977.0,5.18938,5.18938
2019-01-05,Alabama,2019,1,1724.0,4.25721,4.25721
2019-01-12,Alabama,2019,2,1363.0,3.38062,3.38062
2019-01-19,Alabama,2019,3,1711.0,4.30332,4.30332
2019-01-26,Alabama,2019,4,2168.0,5.50477,5.50477
2019-02-02,Alabama,2019,5,3376.0,7.93121,7.93121
2019-02-09,Alabama,2019,6,3780.0,8.72677,8.72677
2019-02-16,Alabama,2019,7,3679.0,8.93048,8.93048
2019-02-23,Alabama,2019,8,2907.0,7.26441,7.26441
2019-03-02,Alabama,2019,9,2168.0,5.88363,5.88363
2019-03-09,Alabama,2019,10,1824.0,5.00055,5.00055
2019-03-16,Alabama,2019,11,1862.0,4.70024,4.70024
2019-03-23,Alabama,2019,12,1247.0,3.63049,3.63049
2019-03-30,Alabama,2019,13,1064.0,3.12344,3.12344
2019-04-06,Alabama,2019,14,952.0,2.55667,2.55667
2019-04-13,Alabama,2019,15,814.0,2.11858,2.11858
2019-04-20,Alabama,2019,16,757.0,1.93152,1.93152
2019-04-27,Alabama,2019,17,857.0,2.13354,2.13354
2019-05-04,Alabama,2019,18,812.0,2.00321,2.00321
2019-05-11,Alabama,2019,19,747.0,1.79369,1.79369
