"Influenza Hospitalization Rates (per 100,000 population) for the FluSurv-NET Network (downloaded on "Jan-09-2025)
Influenza Division - Centers for Disease Control and Prevention.
CATCHMENT,NETWORK,YEAR,YEAR,WEEK,AGE CATEGORY,SEX CATEGORY,RACE CATEGORY,VIRUS TYPE CATEGORY,CUMULATIVE RATE,WEEKLY RATE,AGE ADJUSTED CUMULATIVE RATE,AGE ADJUSTED WEEKLY RATE 
New York - Albany,EIP,2024-25,2024,43,>= 85,Overall,Overall,Overall,0,0,null,null
Georgia,EIP,2024-25,2024,43,>= 85,Overall,Overall,Overall,0,0,null,null
Michigan,EIP,2024-25,2024,43,>= 85,Overall,Overall,Overall,0,0,null,null
Colorado,EIP,2024-25,2024,43,>= 85,Overall,Overall,Overall,0,0,null,null
Connecticut,EIP,2024-25,2024,43,>= 85,Overall,Overall,Overall,7.2,3.6,null,null
California,EIP,2024-25,2024,43,>= 85,Overall,Overall,Overall,4,1.3,null,null
Utah,IHSP,2024-25,2024,44,>= 85,Overall,Overall,Overall,16.1,8,null,null
California,EIP,2024-25,2024,44,>= 85,Overall,Overall,Overall,6.7,2.7,null,null
Connecticut,EIP,2024-25,2024,44,>= 85,Overall,Overall,Overall,7.2,0,null,null
Colorado,EIP,2024-25,2024,44,>= 85,Overall,Overall,Overall,0,0,null,null
Michigan,EIP,2024-25,2024,44,>= 85,Overall,Overall,Overall,0,0,null,null
Georgia,EIP,2024-25,2024,44,>= 85,Overall,Overall,Overall,0,0,null,null
New York - Albany,EIP,2024-25,2024,44,>= 85,Overall,Overall,Overall,0,0,null,null
New Mexico,EIP,2024-25,2024,44,>= 85,Overall,Overall,Overall,0,0,null,null
Minnesota,EIP,2024-25,2024,44,>= 85,Overall,Overall,Overall,0,0,null,null
Oregon,EIP,2024-25,2024,44,>= 85,Overall,Overall,Overall,0,0,null,null
Tennessee,EIP,2024-25,2024,44,>= 85,Overall,Overall,Overall,25.1,0,null,null
New York - Rochester,EIP,2024-25,2024,44,>= 85,Overall,Overall,Overall,0,0,null,null
Utah,IHSP,2024-25,2024,45,>= 85,Overall,Overall,Overall,16.1,0,null,null
New York - Rochester,EIP,2024-25,2024,45,>= 85,Overall,Overall,Overall,0,0,null,null
Tennessee,EIP,2024-25,2024,45,>= 85,Overall,Overall,Overall,29.3,4.2,null,null
Oregon,EIP,2024-25,2024,45,>= 85,Overall,Overall,Overall,3.5,3.5,null,null
Minnesota,EIP,2024-25,2024,45,>= 85,Overall,Overall,Overall,0,0,null,null
New Mexico,EIP,2024-25,2024,45,>= 85,Overall,Overall,Overall,8.1,8.1,null,null
New York - Albany,EIP,2024-25,2024,45,>= 85,Overall,Overall,Overall,0,0,null,null
Georgia,EIP,2024-25,2024,45,>= 85,Overall,Overall,Overall,2.1,2.1,null,null
Michigan,EIP,2024-25,2024,45,>= 85,Overall,Overall,Overall,0,0,null,null
Colorado,EIP,2024-25,2024,45,>= 85,Overall,Overall,Overall,0,0,null,null
Connecticut,EIP,2024-25,2024,45,>= 85,Overall,Overall,Overall,10.8,3.6,null,null
California,EIP,2024-25,2024,45,>= 85,Overall,Overall,Overall,9.4,2.7,null,null
Utah,IHSP,2024-25,2024,46,>= 85,Overall,Overall,Overall,24.1,8,null,null
California,EIP,2024-25,2024,46,>= 85,Overall,Overall,Overall,13.4,4,null,null
Connecticut,EIP,2024-25,2024,46,>= 85,Overall,Overall,Overall,14.3,3.6,null,null
Colorado,EIP,2024-25,2024,46,>= 85,Overall,Overall,Overall,5.2,5.2,null,null
Michigan,EIP,2024-25,2024,46,>= 85,Overall,Overall,Overall,0,0,null,null
Georgia,EIP,2024-25,2024,46,>= 85,Overall,Overall,Overall,4.1,2.1,null,null
New York - Albany,EIP,2024-25,2024,46,>= 85,Overall,Overall,Overall,0,0,null,null
New Mexico,EIP,2024-25,2024,46,>= 85,Overall,Overall,Overall,8.1,0,null,null
Minnesota,EIP,2024-25,2024,46,>= 85,Overall,Overall,Overall,0,0,null,null
Oregon,EIP,2024-25,2024,46,>= 85,Overall,Overall,Overall,3.5,0,null,null
Tennessee,EIP,2024-25,2024,46,>= 85,Overall,Overall,Overall,33.4,4.2,null,null
New York - Rochester,EIP,2024-25,2024,46,>= 85,Overall,Overall,Overall,0,0,null,null
Utah,IHSP,2024-25,2024,47,>= 85,Overall,Overall,Overall,24.1,0,null,null
New York - Rochester,EIP,2024-25,2024,47,>= 85,Overall,Overall,Overall,8,8,null,null
Tennessee,EIP,2024-25,2024,47,>= 85,Overall,Overall,Overall,33.4,0,null,null
Oregon,EIP,2024-25,2024,47,>= 85,Overall,Overall,Overall,3.5,0,null,null
Minnesota,EIP,2024-25,2024,47,>= 85,Overall,Overall,Overall,0,0,null,null
New Mexico,EIP,2024-25,2024,47,>= 85,Overall,Overall,Overall,12.1,4,null,null
New York - Albany,EIP,2024-25,2024,47,>= 85,Overall,Overall,Overall,0,0,null,null
Georgia,EIP,2024-25,2024,47,>= 85,Overall,Overall,Overall,4.1,0,null,null
Michigan,EIP,2024-25,2024,47,>= 85,Overall,Overall,Overall,0,0,null,null
Colorado,EIP,2024-25,2024,47,>= 85,Overall,Overall,Overall,13,7.8,null,null
Connecticut,EIP,2024-25,2024,47,>= 85,Overall,Overall,Overall,14.3,0,null,null
California,EIP,2024-25,2024,47,>= 85,Overall,Overall,Overall,18.8,5.4,null,null
Utah,IHSP,2024-25,2024,48,>= 85,Overall,Overall,Overall,24.1,0,null,null
California,EIP,2024-25,2024,48,>= 85,Overall,Overall,Overall,21.5,2.7,null,null
Connecticut,EIP,2024-25,2024,48,>= 85,Overall,Overall,Overall,14.3,0,null,null
Colorado,EIP,2024-25,2024,48,>= 85,Overall,Overall,Overall,20.8,7.8,null,null
Michigan,EIP,2024-25,2024,48,>= 85,Overall,Overall,Overall,4.7,4.7,null,null
Georgia,EIP,2024-25,2024,48,>= 85,Overall,Overall,Overall,8.3,4.1,null,null
New York - Albany,EIP,2024-25,2024,48,>= 85,Overall,Overall,Overall,0,0,null,null
New Mexico,EIP,2024-25,2024,48,>= 85,Overall,Overall,Overall,12.1,0,null,null
Minnesota,EIP,2024-25,2024,48,>= 85,Overall,Overall,Overall,1.8,1.8,null,null
Oregon,EIP,2024-25,2024,48,>= 85,Overall,Overall,Overall,14.1,10.6,null,null
Tennessee,EIP,2024-25,2024,48,>= 85,Overall,Overall,Overall,41.8,8.4,null,null
New York - Rochester,EIP,2024-25,2024,48,>= 85,Overall,Overall,Overall,12.1,4,null,null
Utah,IHSP,2024-25,2024,49,>= 85,Overall,Overall,Overall,32.1,8,null,null
New York - Rochester,EIP,2024-25,2024,49,>= 85,Overall,Overall,Overall,20.1,8,null,null
Tennessee,EIP,2024-25,2024,49,>= 85,Overall,Overall,Overall,50.2,8.4,null,null
Oregon,EIP,2024-25,2024,49,>= 85,Overall,Overall,Overall,24.6,10.6,null,null
Minnesota,EIP,2024-25,2024,49,>= 85,Overall,Overall,Overall,3.6,1.8,null,null
New Mexico,EIP,2024-25,2024,49,>= 85,Overall,Overall,Overall,32.3,20.2,null,null
New York - Albany,EIP,2024-25,2024,49,>= 85,Overall,Overall,Overall,8.7,8.7,null,null
Georgia,EIP,2024-25,2024,49,>= 85,Overall,Overall,Overall,10.4,2.1,null,null
Michigan,EIP,2024-25,2024,49,>= 85,Overall,Overall,Overall,4.7,0,null,null
Colorado,EIP,2024-25,2024,49,>= 85,Overall,Overall,Overall,28.6,7.8,null,null
Connecticut,EIP,2024-25,2024,49,>= 85,Overall,Overall,Overall,14.3,0,null,null
California,EIP,2024-25,2024,49,>= 85,Overall,Overall,Overall,34.9,13.4,null,null
Utah,IHSP,2024-25,2024,50,>= 85,Overall,Overall,Overall,40.2,8,null,null
California,EIP,2024-25,2024,50,>= 85,Overall,Overall,Overall,55,20.1,null,null
Connecticut,EIP,2024-25,2024,50,>= 85,Overall,Overall,Overall,28.7,14.3,null,null
Colorado,EIP,2024-25,2024,50,>= 85,Overall,Overall,Overall,44.1,15.6,null,null
Michigan,EIP,2024-25,2024,50,>= 85,Overall,Overall,Overall,9.3,4.7,null,null
Georgia,EIP,2024-25,2024,50,>= 85,Overall,Overall,Overall,26.9,16.6,null,null
New York - Albany,EIP,2024-25,2024,50,>= 85,Overall,Overall,Overall,13,4.3,null,null
New Mexico,EIP,2024-25,2024,50,>= 85,Overall,Overall,Overall,56.5,24.2,null,null
Minnesota,EIP,2024-25,2024,50,>= 85,Overall,Overall,Overall,10.9,7.2,null,null
Oregon,EIP,2024-25,2024,50,>= 85,Overall,Overall,Overall,66.9,42.2,null,null
Tennessee,EIP,2024-25,2024,50,>= 85,Overall,Overall,Overall,96.1,46,null,null
New York - Rochester,EIP,2024-25,2024,50,>= 85,Overall,Overall,Overall,40.2,20.1,null,null
Utah,IHSP,2024-25,2024,51,>= 85,Overall,Overall,Overall,96.4,56.3,null,null
New York - Rochester,EIP,2024-25,2024,51,>= 85,Overall,Overall,Overall,44.2,4,null,null
Tennessee,EIP,2024-25,2024,51,>= 85,Overall,Overall,Overall,117,20.9,null,null
Oregon,EIP,2024-25,2024,51,>= 85,Overall,Overall,Overall,158.4,91.5,null,null
Minnesota,EIP,2024-25,2024,51,>= 85,Overall,Overall,Overall,29,18.1,null,null
New Mexico,EIP,2024-25,2024,51,>= 85,Overall,Overall,Overall,96.9,40.4,null,null
New York - Albany,EIP,2024-25,2024,51,>= 85,Overall,Overall,Overall,17.3,4.3,null,null
Georgia,EIP,2024-25,2024,51,>= 85,Overall,Overall,Overall,51.8,24.8,null,null
Michigan,EIP,2024-25,2024,51,>= 85,Overall,Overall,Overall,18.7,9.3,null,null
Colorado,EIP,2024-25,2024,51,>= 85,Overall,Overall,Overall,54.5,10.4,null,null
Connecticut,EIP,2024-25,2024,51,>= 85,Overall,Overall,Overall,39.4,10.8,null,null
California,EIP,2024-25,2024,51,>= 85,Overall,Overall,Overall,79.1,24.1,null,null
Utah,IHSP,2024-25,2024,52,>= 85,Overall,Overall,Overall,128.6,32.1,null,null
California,EIP,2024-25,2024,52,>= 85,Overall,Overall,Overall,123.4,44.3,null,null
Connecticut,EIP,2024-25,2024,52,>= 85,Overall,Overall,Overall,61,21.5,null,null
Colorado,EIP,2024-25,2024,52,>= 85,Overall,Overall,Overall,77.9,23.4,null,null
Michigan,EIP,2024-25,2024,52,>= 85,Overall,Overall,Overall,37.3,18.7,null,null
Georgia,EIP,2024-25,2024,52,>= 85,Overall,Overall,Overall,97.3,45.5,null,null
New York - Albany,EIP,2024-25,2024,52,>= 85,Overall,Overall,Overall,52,34.7,null,null
New Mexico,EIP,2024-25,2024,52,>= 85,Overall,Overall,Overall,96.9,0,null,null
Minnesota,EIP,2024-25,2024,52,>= 85,Overall,Overall,Overall,61.5,32.6,null,null
Oregon,EIP,2024-25,2024,52,>= 85,Overall,Overall,Overall,204.2,45.8,null,null
Tennessee,EIP,2024-25,2024,52,>= 85,Overall,Overall,Overall,125.4,8.4,null,null
New York - Rochester,EIP,2024-25,2024,52,>= 85,Overall,Overall,Overall,68.3,24.1,null,null
Utah,IHSP,2024-25,2025,1,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,1,>= 85,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,1,>= 85,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,1,>= 85,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,1,>= 85,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,1,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,1,>= 85,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,1,>= 85,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,1,>= 85,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,1,>= 85,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,1,>= 85,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,1,>= 85,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,2,>= 85,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,2,>= 85,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,2,>= 85,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,2,>= 85,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,2,>= 85,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,2,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,2,>= 85,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,2,>= 85,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,2,>= 85,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,2,>= 85,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,2,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,2,>= 85,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,3,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,3,>= 85,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,3,>= 85,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,3,>= 85,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,3,>= 85,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,3,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,3,>= 85,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,3,>= 85,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,3,>= 85,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,3,>= 85,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,3,>= 85,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,3,>= 85,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,4,>= 85,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,4,>= 85,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,4,>= 85,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,4,>= 85,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,4,>= 85,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,4,>= 85,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,4,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,4,>= 85,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,4,>= 85,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,4,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,4,>= 85,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,4,>= 85,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,5,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,5,>= 85,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,5,>= 85,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,5,>= 85,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,5,>= 85,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,5,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,5,>= 85,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,5,>= 85,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,5,>= 85,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,5,>= 85,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,5,>= 85,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,5,>= 85,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,6,>= 85,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,6,>= 85,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,6,>= 85,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,6,>= 85,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,6,>= 85,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,6,>= 85,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,6,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,6,>= 85,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,6,>= 85,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,6,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,6,>= 85,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,6,>= 85,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,7,>= 85,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,7,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,7,>= 85,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,7,>= 85,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,7,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,7,>= 85,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,7,>= 85,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,7,>= 85,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,7,>= 85,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,7,>= 85,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,7,>= 85,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,7,>= 85,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,8,>= 85,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,8,>= 85,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,8,>= 85,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,8,>= 85,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,8,>= 85,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,8,>= 85,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,8,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,8,>= 85,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,8,>= 85,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,8,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,8,>= 85,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,8,>= 85,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,9,>= 85,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,9,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,9,>= 85,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,9,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,9,>= 85,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,9,>= 85,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,9,>= 85,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,9,>= 85,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,9,>= 85,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,9,>= 85,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,9,>= 85,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,9,>= 85,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,10,>= 85,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,10,>= 85,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,10,>= 85,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,10,>= 85,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,10,>= 85,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,10,>= 85,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,10,>= 85,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,10,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,10,>= 85,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,10,>= 85,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,10,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,10,>= 85,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,11,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,11,>= 85,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,11,>= 85,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,11,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,11,>= 85,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,11,>= 85,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,11,>= 85,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,11,>= 85,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,11,>= 85,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,11,>= 85,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,11,>= 85,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,11,>= 85,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,12,>= 85,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,12,>= 85,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,12,>= 85,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,12,>= 85,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,12,>= 85,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,12,>= 85,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,12,>= 85,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,12,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,12,>= 85,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,12,>= 85,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,12,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,12,>= 85,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,13,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,13,>= 85,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,13,>= 85,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,13,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,13,>= 85,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,13,>= 85,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,13,>= 85,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,13,>= 85,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,13,>= 85,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,13,>= 85,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,13,>= 85,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,13,>= 85,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,14,>= 85,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,14,>= 85,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,14,>= 85,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,14,>= 85,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,14,>= 85,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,14,>= 85,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,14,>= 85,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,14,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,14,>= 85,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,14,>= 85,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,14,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,14,>= 85,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,15,>= 85,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,15,>= 85,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,15,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,15,>= 85,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,15,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,15,>= 85,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,15,>= 85,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,15,>= 85,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,15,>= 85,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,15,>= 85,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,15,>= 85,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,15,>= 85,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,16,>= 85,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,16,>= 85,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,16,>= 85,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,16,>= 85,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,16,>= 85,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,16,>= 85,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,16,>= 85,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,16,>= 85,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,16,>= 85,Overall,Overall,Overall,null,null,null,null
