week_end,state,season,ili_rescaled,flu_times_coef,rsv_times_coef,covid_times_coef
2023-02-25,Louisiana,22-23,0.06435175578151298,0.02808195855040783,0.0016377677063926777,0.06962888130102596
2023-04-08,Louisiana,22-23,0.022004649105707427,0.008023416728687952,6.55107082557071e-4,0.013428427108055004
2023-04-15,Louisiana,22-23,0.029001364548158493,0.006686180607239959,6.55107082557071e-4,0.016909871173106304
2023-04-29,Louisiana,22-23,0.03603371335265919,0.0013372361214479896,3.2755354127853557e-4,0.0024867457607509243
2023-05-27,Louisiana,22-23,0,0.006686180607239959,3.2755354127853557e-4,4.973491521501859e-4
2022-10-29,Oklahoma,22-23,0.18766043748574135,0.05127462379924639,0.06594398400452217,0.09769929361967741
2022-12-03,Oklahoma,22-23,0.8629065239637542,0.5352227854113116,0.04521873188881519,0.2594459019455878
2022-12-10,Oklahoma,22-23,1,0.594926114492626,0.034542086859511614,0.28658459461772046
2022-12-24,Oklahoma,22-23,0.7815445470565727,0.40457785353925924,0.0282617074305095,0.30069671480722937
2023-02-11,Oklahoma,22-23,0.13561866371105413,0.012643057923101851,0.010048607086403377,0.1454633927226308
2023-05-06,Oklahoma,22-23,0.06422768755056006,0.006321528961550925,0.002512151771600844,0.024967597258362006
2023-05-27,Oklahoma,22-23,0,0,0,0
2022-11-19,Oklahoma,22-23,0.506615099132178,0.22827743472267228,0.06405987017582154,0.11072586610230108
2022-11-26,Oklahoma,22-23,0.693271370856918,0.5499730196549305,0.05087107337491711,0.19974077806689605
2022-12-31,Oklahoma,22-23,0.5845460266591938,0.3315290744280041,0.026377593601808868,0.38428388823739784
2023-01-07,Oklahoma,22-23,0.43213198702069344,0.16576453721400206,0.022609365944407597,0.3376053368413297
2023-01-28,Oklahoma,22-23,0.578534205406687,0.02739329216672067,0.014444872686704857,0.19648413494624015
2023-03-04,Oklahoma,22-23,0.17658048325701792,0.0056191368547119334,0.003140189714501056,0.12700908170558062
2023-03-18,Oklahoma,22-23,0.1437705496205786,0.007023921068389916,0.005024303543201688,0.15740441749836917
2023-04-01,Oklahoma,22-23,0.15489481408562536,0.003511960534194959,0.004396265600301478,0.0694750532406595
2023-04-08,Oklahoma,22-23,0.14959075904033609,0.0028095684273559663,0.003768227657401267,0.08901491196459498
2022-10-08,Oklahoma,22-23,0.09070724526254713,0.002107176320516975,0.03642620068821224,0.11072586610230108
2022-10-22,Oklahoma,22-23,0.11725626226390577,0.02177415531200874,0.05212714926071752,0.10638367527475985
2023-01-21,Oklahoma,22-23,0.3179157662407494,0.044250702730856475,0.013816834743804646,0.25401816341116124
2023-05-20,Oklahoma,22-23,0.014292087089973126,0.002107176320516975,0.001256075885800422,0.005427738534426522
2022-10-01,Oklahoma,22-23,0.10442066461761762,0.0014047842136779834,0.04019442834561351,0.10095593674033332
2022-10-15,Oklahoma,22-23,0.09262575873794865,0.015452626350457818,0.045846769831715414,0.08575826884393907
2022-11-05,Oklahoma,22-23,0.2663482317521166,0.06602485804286522,0.05589537691811879,0.08684381655082438
2022-11-12,Oklahoma,22-23,0.280110751639329,0.1004420712779758,0.05212714926071752,0.09444265049902148
2022-12-17,Oklahoma,22-23,0.8852113388697177,0.47481706422315845,0.025749555658908654,0.31155219187608246
2023-01-14,Oklahoma,22-23,0.3238736966652954,0.09201336599590791,0.014444872686704857,0.24967597258362004
2023-02-04,Oklahoma,22-23,0.17476615871567378,0.018964586884652773,0.008792531200602955,0.20408296889443728
2023-02-18,Oklahoma,22-23,0.15188531073750794,0.009131097388906892,0.007536455314802534,0.16066106061902508
2023-02-25,Oklahoma,22-23,0.11330067549158915,0.0056191368547119334,0.006280379429002112,0.13243682024000716
2023-03-11,Oklahoma,22-23,0.15092485642585252,0.0056191368547119334,0.007536455314802534,0.1367790110675484
2023-03-25,Oklahoma,22-23,0.17994686364363074,0.006321528961550925,0.004396265600301478,0.12049579546426879
2023-04-15,Oklahoma,22-23,0.12962001577204899,0,0.003140189714501056,0.07924498260262723
2023-04-22,Oklahoma,22-23,0.09100544117726309,7.023921068389916e-4,0.001256075885800422,0.056448480758035845
2023-04-29,Oklahoma,22-23,0.07231250931862233,0.007023921068389916,0.003768227657401267,0.02605314496524731
2023-05-13,Oklahoma,22-23,0.044603043155176235,0.0028095684273559663,6.28037942900211e-4,0.010855477068853044
2022-10-29,Texas,22-23,0.7167845660857964,0.3399305670242485,0.31236833083921456,0.011041505674770224
2022-12-17,Texas,22-23,0.628400172272322,0.35795718800280707,0.13647160085208404,0.11680750740151659
2023-01-14,Texas,22-23,0.24166198010439063,0.0721064839142345,0.051555938099676187,0.12378108993295042
2023-01-28,Texas,22-23,0.20219739405186343,0.03519483143432875,0.02729432017041681,0.09414336417435666
2023-03-18,Texas,22-23,0.021848819183866414,0.003433642091154023,0.012130808964629688,0.03079998951383274
2023-04-01,Texas,22-23,0.01972965889290008,0,0.006065404482314847,0.028475462003354796
2023-04-08,Texas,22-23,0.0385637124421972,8.584105227885069e-4,0.0030327022411574213,0.02789433012573531
2023-04-29,Texas,22-23,0.03968848738842795,0.003433642091154023,0.006065404482314847,0.011041505674770224
2023-05-13,Texas,22-23,0.03802634923603543,0.002575231568365516,0.0030327022411574213,0.005230186898575369
2023-05-27,Texas,22-23,0.03480875533247372,0.0017168210455770138,0.006065404482314847,0
2022-10-01,Texas,22-23,0.2746479151492961,0.1141685995308713,0.22138726360449187,0.029637725758593768
2022-10-22,Texas,22-23,0.49273176751665765,0.22490355697058861,0.2790086061864829,0.006973582531433827
2022-12-10,Texas,22-23,0.740279718621874,0.46955055596531287,0.15770051654018596,0.1092527929924633
2022-12-31,Texas,22-23,0.5658895534222003,0.23863812533520473,0.10311187619935237,0.21095087157587328
2023-02-11,Texas,22-23,0.14232354269864325,0.02146026306971265,0.02426161792925938,0.0767094078457721
2022-11-05,Texas,22-23,0.8247445219904038,0.46010804021463925,0.315401033080372,0.01452829694048714
2022-12-03,Texas,22-23,0.7740796008761128,0.5184799557642576,0.22138726360449187,0.09239996854149822
2022-12-24,Texas,22-23,0.5805247983900177,0.2884259356569381,0.13343889861092662,0.15574334320202213
2023-01-07,Texas,22-23,0.3951542482644354,0.1270447573726989,0.078850258270093,0.1813131458172795
2023-02-04,Texas,22-23,0.16132222958316153,0.03004436829759772,0.030327022411574225,0.09123770478625925
2023-02-25,Texas,22-23,0.09221574079074048,0.017168210455770123,0.018196213446944536,0.06624903404862136
2023-03-11,Texas,22-23,0.09245412986014066,0.007725694705096552,0.015163511205787114,0.04358489082146142
2023-05-06,Texas,22-23,0.08198871800680392,0.0017168210455770138,0.0030327022411574213,0.008716978164292287
2023-05-20,Texas,22-23,0.047443376010684046,0.00429205261394253,0,0.0029056593880974306
2022-10-08,Texas,22-23,0.3169046825671737,0.1759741571716438,0.25171428601606605,0.019758483839062507
2022-10-15,Texas,22-23,0.4111355353810208,0.1965760097185679,0.28507401066879773,0.012203769430009196
2022-11-12,Texas,22-23,1,0.4661169138741588,0.32449913980384426,0.0162716925733456
2022-11-19,Texas,22-23,0.9994441978602935,0.5262056504693543,0.2911394151511126,0.029637725758593768
2022-11-26,Texas,22-23,0.9082123058808343,0.7116223233916715,0.2790086061864829,0.06915469343671879
2023-01-21,Texas,22-23,0.18690229867647964,0.043778936662213816,0.03639242689388907,0.10750939735960482
2023-02-18,Texas,22-23,0.12571796597489932,0.017168210455770123,0.015163511205787114,0.06450563841576291
2023-03-04,Texas,22-23,0.09643693950581021,0.01115933679625058,0.012130808964629688,0.052883000863373185
2023-03-25,Texas,22-23,0,0.0017168210455770138,0.006065404482314847,0.030218857636213254
2023-04-15,Texas,22-23,0.0358176284107088,0,0.0030327022411574213,0.030218857636213254
2023-04-22,Texas,22-23,0.052927641673570246,0.0017168210455770138,0.0030327022411574213,0.020339615716681997
2022-10-29,Virginia,22-23,0.6657657582040027,0.5644840933690187,0.04068719771126368,0.07005328213324499
2022-11-26,Virginia,22-23,1,0.9558597314382049,0.01886406439340407,0.07720157622847408
2022-12-17,Virginia,22-23,0.6025454860848813,0.3741723133188924,0.01331581016004993,0.15583281127599397
2023-03-18,Virginia,22-23,0.12255432729836577,0.019353740344080644,0.00147953446222777,0.023827646984096937
2023-04-15,Virginia,22-23,0.02254649331173389,0.01290249356272043,3.698836155569425e-4,0.00810139997459296
2023-04-22,Virginia,22-23,0.005626481113097545,0.005376038984466846,3.698836155569425e-4,0.003335870577773574
2023-05-06,Virginia,22-23,0.03517320105087336,0.005376038984466846,3.698836155569425e-4,0.004288976457137448
2022-10-22,Virginia,22-23,0.34939580378101776,0.25912507905130194,0.04031731409570674,0.061951882158652036
2022-11-05,Virginia,22-23,0.9694208725382398,0.8612414453115885,0.03698836155569425,0.061475329218970094
2022-11-12,Virginia,22-23,0.9377351944647291,0.8128570944513869,0.030330456475669287,0.05146771748564939
2022-12-10,Virginia,22-23,0.7056393512339929,0.5462055608218315,0.01183627569782216,0.12342721137762214
2023-01-14,Virginia,22-23,0.1894845516581472,0.06558767561049551,0.005548254233354138,0.16155144655217724
2023-01-28,Virginia,22-23,0.16347431711418314,0.03978268848505465,0.0036988361555694254,0.12866929371412347
2023-02-04,Virginia,22-23,0.17681447720729568,0.033331441703694446,0.00295906892445554,0.116755470222075
2023-02-11,Virginia,22-23,0.17607724310819015,0.031181026109907705,0.0033289525400124836,0.09674024675543355
2023-02-18,Virginia,22-23,0.12742958505051522,0.029030610516120964,0.002589185308898598,0.07243604683165468
2023-03-04,Virginia,22-23,0.1266307981993022,0.021504155937867378,0.0018494180777847125,0.040983552812646734
2023-04-01,Virginia,22-23,0.08542822529426411,0.015052909156507163,0.0011096508466708276,0.016679352888867856
2023-05-27,Virginia,22-23,0,0,3.698836155569425e-4,4.765529396819392e-4
2022-10-01,Virginia,22-23,0.1291768438546572,0.030105818313014333,0.03328952540012483,0.07624847034911021
2022-10-08,Virginia,22-23,0.15514091383454062,0.06128684442292203,0.03883777963347897,0.06957672919356306
2022-10-15,Virginia,22-23,0.2133894022947985,0.12257368884584409,0.04253661578904839,0.06862362331419918
2022-11-19,Virginia,22-23,0.8281978753109114,0.7332917174812775,0.02515208585787209,0.05718635276183265
2022-12-31,Virginia,22-23,0.4525819980582904,0.2354705075196478,0.008877206773366621,0.26305722270443016
2023-01-07,Virginia,22-23,0.32942893035306103,0.13762659800235122,0.007027788695581908,0.21778469343464602
2023-02-25,Virginia,22-23,0.11972709747997436,0.030105818313014333,0.002589185308898598,0.05194427042533132
2023-03-11,Virginia,22-23,0.10828248236653544,0.017203324750293902,0.0022193016933416557,0.028116623441234386
2023-03-25,Virginia,22-23,0.11718944538172499,0.016128116953400534,7.39767231113885e-4,0.020491776406323367
2023-04-29,Virginia,22-23,0.025643715883687697,0.0032256233906801067,7.39767231113885e-4,0
2023-05-13,Virginia,22-23,0.03391276855885424,0.0032256233906801067,0.0011096508466708276,0.0028593176380916348
2022-12-03,Virginia,22-23,0.9144039035636246,0.7633975357942919,0.016644762700062415,0.10436509379034459
2022-12-24,Virginia,22-23,0.5563641348900584,0.3010581831301433,0.009616974004480507,0.21158950521878078
2023-01-21,Virginia,22-23,0.17400403450311544,0.05591080543845519,0.0036988361555694254,0.1424893289648997
2023-04-08,Virginia,22-23,0.06104074512404278,0.013977701359613801,7.39767231113885e-4,0.012390376431730408
2023-05-20,Virginia,22-23,0.013664710967861069,0.0043008311875734765,0,4.765529396819392e-4
2022-10-29,West Virginia,22-23,0.8298962635210546,0.13916198418237877,0.2879664206643287,0.16159422746713226
2022-12-03,West Virginia,22-23,0.6628896831072297,0.5263093051068164,0.12179224959996697,0.16856951786139698
2023-01-07,West Virginia,22-23,0.3678542834997967,0.13520477136202677,0.03715695750507467,0.4510687788291174
2023-01-21,West Virginia,22-23,0.2882824001499566,0.029019560682581352,0.021674891877960224,0.2790116157705881
2023-02-11,West Virginia,22-23,0.28998218613855814,0.015169315811349343,0.018578478752537333,0.2266969378136028
2023-02-25,West Virginia,22-23,0.3461194433357309,0.01121210299099734,0.008257101667794371,0.20577106663080874
2023-04-22,West Virginia,22-23,0.0685485626510613,0.0013190709401173335,0.004128550833897186,0.02441351637992646
2023-05-06,West Virginia,22-23,0.9463785303473065,6.595354700586667e-4,0.002064275416948593,0.018600774384705872
2023-05-27,West Virginia,22-23,0,0.001978606410176001,0.002064275416948593,0.004650193596176472
2022-12-24,West Virginia,22-23,1,0.34823472819097623,0.06296040021693208,0.427817810848235
2023-01-14,West Virginia,22-23,0.447131572038729,0.05672005042504538,0.033028406671177485,0.32551355173235275
2023-01-28,West Virginia,22-23,0.33409580379672743,0.021764670511936014,0.016514203335588742,0.26506103498205863
2023-03-04,West Virginia,22-23,0.3179009102979657,0.011871638461056006,0.009289239376268667,0.17321971145757345
2023-03-25,West Virginia,22-23,0.3827169827651607,0.008573961110762673,0.006192826250845778,0.11160464630823524
2023-04-01,West Virginia,22-23,0.34129382391103547,0.01121210299099734,0.005160688542371482,0.10114171071683818
2023-04-15,West Virginia,22-23,0.12083523103663221,0.0026381418802346682,0.002064275416948593,0.0685903555436029
2023-04-29,West Virginia,22-23,0.0814690217914128,6.595354700586667e-4,0,0.030226258375147048
2023-05-20,West Virginia,22-23,0.052361490253474065,0.005935819230528003,0,0
2022-10-01,West Virginia,22-23,0.13448826665366628,0,0.07947460355252083,0.24994790579448514
2022-10-15,West Virginia,22-23,0.14353206664516732,0.02770048974246402,0.18165623669147618,0.16624442106330875
2022-12-17,West Virginia,22-23,0.8672133442585427,0.4108905978465496,0.07844246584404653,0.2917996481600733
2022-12-31,West Virginia,22-23,0.6354271898496705,0.26975000725399484,0.05676757396608631,0.5196591343727203
2023-04-08,West Virginia,22-23,0.24907261292822808,0.007254890170645337,0.003096413125422889,0.0802158395340441
2023-05-13,West Virginia,22-23,0.9422698451969443,0.004616748290410671,0.002064275416948593,0.005812741995220591
2022-10-08,West Virginia,22-23,0.24694788044247615,0.007914425640704005,0.10218163313895536,0.18019500185183812
2022-10-22,West Virginia,22-23,0.3777505835193234,0.05276283760469337,0.25184160086772833,0.18135755025088227
2022-11-05,West Virginia,22-23,0.8357490542333406,0.2572188333228802,0.316866276501609,0.16391932426522052
2022-11-12,West Virginia,22-23,0.6652281923584191,0.3020672452868695,0.2539058762846769,0.15810658226999993
2022-11-19,West Virginia,22-23,0.803322768763669,0.3561491538316802,0.20952395482028216,0.13834325948624995
2022-11-26,West Virginia,22-23,0.8501685577654801,0.5916033166426243,0.17959196127452756,0.17438225985661754
2022-12-10,West Virginia,22-23,0.9880519644390173,0.4920134606637657,0.08979598063726378,0.24529771219830868
2023-02-04,West Virginia,22-23,0.1782629699276053,0.013850244871232011,0.013417790210165854,0.25111045419352923
2023-02-18,West Virginia,22-23,0.3779513251161368,0.010552567520938675,0.013417790210165854,0.2266969378136028
2023-03-11,West Virginia,22-23,0.28658000712763015,0.004616748290410671,0.009289239376268667,0.16740696946235287
2023-03-18,West Virginia,22-23,0.4116915555831322,0.004616748290410671,0.007224963959320076,0.12439267869772053
2022-11-05,Idaho,22-23,0.14919688719423424,0.028954006168986256,0.09140074221299166,0.04209320754581276
2022-11-26,Idaho,22-23,0.8037818916787214,0.38550191070707424,0.26447874342482697,0.07314978140583316
2022-12-17,Idaho,22-23,1,0.6849690602263034,0.21197193406842751,0.049023186836891684
2023-01-14,Idaho,22-23,0.1311463576318288,0.09927087829366717,0.06903673082045116,0.03156990565935957
2023-01-21,Idaho,22-23,0.08826724408346819,0.0488081818277197,0.04570037110649583,0.027976583063985306
2023-01-28,Idaho,22-23,0.08072871424910172,0.020681432977847327,0.04861741607074025,0.032853235157707515
2023-02-18,Idaho,22-23,0.08510172379577229,0.012408859786708396,0.023336359713955323,0.049023186836891684
2023-04-08,Idaho,22-23,0.06080955642760661,0.007445315872025038,0,0.02130326967257597
2023-04-22,Idaho,22-23,0.054631935419854165,0.003309029276455573,9.723483214148049e-4,0.013089960883149091
2023-05-13,Idaho,22-23,0.0224836928244454,0.004136286595569466,0,0.00153999539801754
2023-05-20,Idaho,22-23,0.03198687611491324,0,9.723483214148049e-4,0.005903315692400569
2022-10-22,Idaho,22-23,0.052855358901348126,0.003309029276455573,0.016529921464051685,0.0410665439471344
2022-10-29,Idaho,22-23,0.067739926680899,0.004136286595569466,0.03986628117800701,0.03490656235506424
2022-12-10,Idaho,22-23,0.9477346993782203,0.5906617258473197,0.1905802709973018,0.05492650252929226
2023-02-11,Idaho,22-23,0.07691750729184442,0.01902691833961954,0.015557573142636881,0.0410665439471344
2023-02-25,Idaho,22-23,0.08884781021712512,0.016545146382277862,0.01750226978546649,0.053899838930613904
2023-03-18,Idaho,22-23,0.07737886973265921,0.009099830510252826,0.006806438249903635,0.03541989415440342
2022-10-01,Idaho,22-23,0.020367165033760026,8.272573191138938e-4,0.005834089928488831,0.05030651633523964
2022-10-15,Idaho,22-23,0.05151144763834306,8.272573191138938e-4,0.00972348321414805,0.04311987114449111
2022-11-12,Idaho,22-23,0.2309021887343239,0.05790801233797251,0.12932232674816907,0.04594319604085661
2022-12-03,Idaho,22-23,0.6951509041489728,0.4219012327480855,0.2917044964244415,0.06827312931211094
2022-12-31,Idaho,22-23,0.5027130981238443,0.5112450232123861,0.14487989989080594,0.04594319604085661
2023-01-07,Idaho,22-23,0.2602251934355851,0.22997753471366225,0.11765414689119141,0.039269882649447266
2023-03-04,Idaho,22-23,0.06091110031410171,0.005790801233797252,0.007778786571318441,0.052616509432265944
2023-03-25,Idaho,22-23,0.0766393653418795,0.0024817719573416793,0.0038893932856592195,0.030286576161011627
2023-04-15,Idaho,22-23,0.05500941378052083,0.005790801233797252,0.0029170449642444154,0.01668328347852335
2023-05-27,Idaho,22-23,0,0.0016545146382277865,0,0
2022-10-08,Idaho,22-23,0.0314239697876033,0.007445315872025038,0.0019446966428296102,0.037473221351760136
2022-11-19,Idaho,22-23,0.4810952876793491,0.16214243454632304,0.194469664282961,0.05030651633523964
2022-12-24,Idaho,22-23,0.9951998438873121,0.6866235748645312,0.1740503495332501,0.04953651863623087
2023-02-04,Idaho,22-23,0.08613371872917384,0.02150869029696122,0.02139166307112571,0.036446557753081775
2023-03-11,Idaho,22-23,0.0840940110960978,0.01075434514848061,0.005834089928488831,0.044659866542508656
2023-04-01,Idaho,22-23,0.0352929022368573,0.008272573191138931,0.007778786571318441,0.025666589966958996
2023-04-29,Idaho,22-23,0.06603796284420894,0.006618058552911146,0,0.007956642889757289
2023-05-06,Idaho,22-23,0.0390721007951107,0.008272573191138931,9.723483214148049e-4,0.0074433110904181116
2022-11-05,Minnesota,22-23,0.2645979585169367,0.202823411193047,0.09967619515983674,0.03173622223696484
2022-11-12,Minnesota,22-23,0.450528697897161,0.33561658920543286,0.10610691742821331,0.03019562892449082
2022-12-24,Minnesota,22-23,0.2871961082735046,0.2721929817965321,0.07180973199687163,0.03928512946808755
2023-01-21,Minnesota,22-23,0.041010940500569734,0.03501511659033059,0.030010037252423967,0.028192857618274596
2023-02-04,Minnesota,22-23,0.05842769149860159,0.013873914120697028,0.02036395384985912,0.03312275621819146
2023-03-04,Minnesota,22-23,0.04971632788034776,0.009249276080464684,0.005894828746011851,0.026960382968295372
2023-04-22,Minnesota,22-23,0.008571918053818045,0.008588613503288635,0.0010717870447294272,0.009397619206091532
2023-05-06,Minnesota,22-23,0.023578252866602395,0.013873914120697028,0,0.006624551243638292
2022-10-15,Minnesota,22-23,0.13750527901065368,0.009909938657640734,0.04394326883390652,0.02187642503713111
2022-12-17,Minnesota,22-23,0.6127656438002502,0.37988098187622815,0.07395330608633048,0.035587705518149895
2023-02-18,Minnesota,22-23,0.0697068455819661,0.009249276080464684,0.013397338059117843,0.03343087488068626
2023-03-11,Minnesota,22-23,0.02964015076057599,0.009249276080464684,0.004287148178917709,0.02665226430580057
2023-03-18,Minnesota,22-23,0.06165884443452832,0.002642650308704195,0.006966615790741278,0.020027713062162278
2023-04-08,Minnesota,22-23,0.08553192506593787,0.01849855216092937,0.0010717870447294272,0.014943755130998005
2023-04-15,Minnesota,22-23,0,0.015195239275049125,0.001607680567094141,0.010167915862328543
2023-05-27,Minnesota,22-23,0.009185478537335574,0.003303312885880244,0,0
2022-10-01,Minnesota,22-23,0.0847729427795087,0.0013213251543520972,0.009646083402564846,0.029117213605759005
2022-10-08,Minnesota,22-23,0.10904045515032235,0.004624638040232342,0.01929216680512969,0.025727908318316155
2022-10-22,Minnesota,22-23,0.1537267823135215,0.020480539892457517,0.06162775507194206,0.03189028156821225
2022-10-29,Minnesota,22-23,0.18241073491796622,0.07069089575783721,0.06109186154957735,0.02957939159950121
2022-11-19,Minnesota,22-23,0.6655358295417421,0.473034405258051,0.12861444536753128,0.034509290199418084
2022-11-26,Minnesota,22-23,1,0.7538160005578718,0.12004014900969587,0.026344145643305766
2022-12-03,Minnesota,22-23,0.7925408575503797,0.718140221390365,0.11200174617422516,0.03343087488068626
2022-12-10,Minnesota,22-23,0.7073814513494346,0.5615631905996415,0.10396334333875445,0.0357417648493973
2022-12-31,Minnesota,22-23,0.27543885511207444,0.19225280995823021,0.06377132916140092,0.038360773480603134
2023-01-28,Minnesota,22-23,0.06567089253129559,0.01849855216092937,0.02036395384985912,0.03173622223696484
2023-02-11,Minnesota,22-23,0.053714431420671435,0.015195239275049125,0.017148592715670836,0.03712829883062392
2023-05-13,Minnesota,22-23,0.00389053124775892,0.013873914120697028,0.0010717870447294272,0.004929898599916869
2023-05-20,Minnesota,22-23,0.01784903224778284,0,0,4.621779937422068e-4
2023-01-07,Minnesota,22-23,0.11477166784863387,0.09381408595899893,0.05251756519174194,0.029425332268253813
2023-01-14,Minnesota,22-23,0.030247735005617706,0.046907042979499464,0.03268950486424753,0.02665226430580057
2023-02-25,Minnesota,22-23,0.03759850833087646,0.015855901852225174,0.01018197692492956,0.03358493421193367
2023-03-25,Minnesota,22-23,0.04725212554881792,0.008588613503288635,0.006430722268376564,0.016022170449729825
2023-04-01,Minnesota,22-23,0.08396415850578105,0.015195239275049125,0.003215361134188282,0.019257416405925265
2023-04-29,Minnesota,22-23,0.03737539542777918,0.023123190201161707,0,0.0064704919123908895
2022-11-05,Nebraska,22-23,0.3169224046036913,0.12514152791701563,0.12667019578923808,0.0867558069745696
2022-11-19,Nebraska,22-23,0.4615913202938979,0.27472476050532335,0.1140772523482027,0.10985646563643724
2022-12-10,Nebraska,22-23,0.984653681686931,0.6951220808515477,0.06740928547848342,0.15041095528727155
2022-12-24,Nebraska,22-23,0.793900885042496,0.6032212712874895,0.040001114459759395,0.12166346895250292
2023-02-04,Nebraska,22-23,0.07197351815623636,0.01662035917647864,0.010370659304382066,0.04568796935347158
2023-04-01,Nebraska,22-23,0.09482248097791685,0.013687354615923585,0.0022222841366532995,0.07289541177744902
2023-04-29,Nebraska,22-23,0.049898508047882956,0.008799013681665161,0,0.02053391881054902
2022-10-01,Nebraska,22-23,0.07395128386298382,0,0.048149489627488155,0.054414884847954904
2022-10-22,Nebraska,22-23,0.1522409913129424,0.009776681868516846,0.07111309237290558,0.04979475311558137
2022-12-31,Nebraska,22-23,0.5447412057325596,0.3891119383669705,0.039260353080874964,0.0944560265285255
2023-01-07,Nebraska,22-23,0.2674721356602287,0.19944431011774366,0.02148207998764856,0.08624245900430587
2023-04-15,Nebraska,22-23,0.04101847276054025,0.015642690989626954,0.0022222841366532995,0.03080087821582353
2022-10-15,Nebraska,22-23,0.19379653416215026,9.776681868516848e-4,0.06000167168963909,0.041581185591361765
2022-10-29,Nebraska,22-23,0.20161876600489287,0.03226305016610559,0.08518755857170981,0.0626284523721745
2022-11-12,Nebraska,22-23,0.33590058281294044,0.15740457808312122,0.13481857095696684,0.09548272246905294
2023-01-21,Nebraska,22-23,0.06957712367315098,0.05670475483739771,0.008889136546613198,0.04979475311558137
2023-02-11,Nebraska,22-23,0.07911675454467484,0.02150870011073706,0.008889136546613198,0.06776193207481176
2023-03-04,Nebraska,22-23,0.0966317741283332,0.007821345494813477,0.005926091031075465,0.08572911103404215
2023-03-11,Nebraska,22-23,0.12377729765935461,0.011732018242220215,0.005185329652191033,0.08778250291509705
2023-03-18,Nebraska,22-23,0.13701719849538696,0.004888340934258423,0.0029630455155377324,0.07443545568824018
2023-03-25,Nebraska,22-23,0.12171682724313551,0.017598027363330323,0.0014815227577688662,0.0723820638071853
2023-04-22,Nebraska,22-23,0.028940522040294542,0.004888340934258423,0.0014815227577688662,0.02618074648345
2023-05-06,Nebraska,22-23,0.026279676696059188,0.003910672747406739,0,0.016427135048439217
2023-05-13,Nebraska,22-23,0,9.776681868516848e-4,7.407613788844331e-4,0.014373743167384313
2023-05-20,Nebraska,22-23,0.01717296924201645,9.776681868516848e-4,0,0.00564682767290098
2023-05-27,Nebraska,22-23,0.01260583139674982,0.0029330045605550537,7.407613788844331e-4,0
2022-10-08,Nebraska,22-23,0.1649376957855314,9.776681868516848e-4,0.05111253514302589,0.04363457747241667
2022-11-26,Nebraska,22-23,0.8809971124824891,0.5230524799656513,0.11629953648485601,0.1493842593467441
2022-12-03,Nebraska,22-23,0.7032840916980809,0.5836679075504557,0.0874098427083631,0.1755650058301941
2022-12-17,Nebraska,22-23,1,0.7547598402495005,0.05259405790079475,0.14425077964410685
2023-01-14,Nebraska,22-23,0.10668090685203416,0.10558816417998196,0.02148207998764856,0.05698162469927353
2023-01-28,Nebraska,22-23,0.06621277777550878,0.043017400221474114,0.012592943441035363,0.04722801326426275
2023-02-18,Nebraska,22-23,0.0898336512189245,0.014665022802775268,0.010370659304382066,0.07340875974771274
2023-02-25,Nebraska,22-23,0.07682246464118407,0.014665022802775268,0.005185329652191033,0.07494880365850391
2023-04-08,Nebraska,22-23,0.072566745763681,0.0127096864290719,0.0014815227577688662,0.05390153687769118
2022-11-05,South Dakota,22-23,0.23431413822987274,0.06173741001537942,0.11093992358985756,0.1162768414277984
2022-11-12,South Dakota,22-23,0.29599520767383025,0.10523422161712401,0.17643457727543616,0.11496297881279502
2022-12-03,South Dakota,22-23,0.8928459746785534,0.5416054605894648,0.18445433078795595,0.09131345174273434
2022-12-17,South Dakota,22-23,0.9076796957455958,0.7661051333726628,0.18445433078795595,0.08605800128272086
2023-01-14,South Dakota,22-23,0.20001332744241865,0.13189355776012873,0.08019753512519824,0.049269848062626444
2023-03-11,South Dakota,22-23,0.07455072809830933,0.05051242637621952,0.0053465023416798835,0.04138667237260621
2023-03-25,South Dakota,22-23,0.1082295915728916,0.04349681160174459,0.008019753512519824,0.0466421228326197
2023-04-08,South Dakota,22-23,0.13897121168316923,0.028062459097899735,0.0053465023416798835,0.03875894714259946
2023-04-22,South Dakota,22-23,0.04484753787648725,0.015434352503844855,0.0026732511708399418,0.018394076610047206
2023-04-29,South Dakota,22-23,0.11487734761683467,0.0420936886468496,0,0.03481735929758935
2022-10-01,South Dakota,22-23,0.023303935447977337,0.0028062459097899736,0.013366255854199708,0.07620403167019556
2022-10-29,South Dakota,22-23,0.11558536799532707,0.02244996727831979,0.08554403746687814,0.1064228718152731
2022-12-10,South Dakota,22-23,1,0.6117616083342142,0.20717696574009548,0.0886857265127276
2023-01-28,South Dakota,22-23,0.2877384406128819,0.08138113138390922,0.0775242839543583,0.068977787287677
2023-02-18,South Dakota,22-23,0.22860485625624508,0.056124918195799456,0.021386009366719534,0.09919662743275456
2023-03-04,South Dakota,22-23,0.17225476377975985,0.04630305751153456,0.008019753512519824,0.07817482559270061
2023-04-15,South Dakota,22-23,0.0919357520096152,0.016837475458739842,0.0053465023416798835,0.028248046222572487
2023-05-20,South Dakota,22-23,0.016580518402803227,0.009821860684264905,0,0.0137955574575354
2022-10-08,South Dakota,22-23,0,0.005612491819579945,0.0053465023416798835,0.06569313075016858
2022-12-31,South Dakota,22-23,0.5005228591667641,0.3690213371373815,0.11628642593153746,0.05058371067762981
