week_end,state,season,covid,flu,rsv,ili,ili_rescaled,flu_rescaled,rsv_rescaled,covid_rescaled,beta_flu,beta_rsv,beta_covid,flu_times_coef,rsv_times_coef,covid_times_coef
2024-10-26,New Mexico,24-25,1.21,0.19,0.01,2.43302,0.08289317923148044,0.018995929443690638,0.014705882352941176,0.07906976744186044,0.7242877984763916,0.17679954808593973,0.09592338804547035,0.013758519916783557,0.002599993354204996,0.007584639984990676
2024-11-09,New Mexico,24-25,1.59,0.36,0.04,2.90368,0.12585075923730354,0.04206241519674355,0.058823529411764705,0.2558139534883721,0.7242877984763916,0.17679954808593973,0.09592338804547035,0.030465294101449304,0.010399973416819985,0.02453854112791102
2024-12-07,New Mexico,24-25,2.01,1.23,0.09,4.31853,0.25498544684882524,0.16010854816824965,0.13235294117647056,0.45116279069767434,0.7242877984763916,0.17679954808593973,0.09592338804547035,0.11596466787003284,0.02339994018784496,0.04327706344377034
2024-12-28,New Mexico,24-25,2.95,7.42,0.64,12.4812,1,1,0.9411764705882353,0.8883720930232559,0.7242877984763916,0.17679954808593973,0.09592338804547035,0.7242877984763916,0.16639957466911975,0.08521566100783647
2024-06-22,Pennsylvania,24-25,0.43,0.06,0,0.584935,0,0.0049627791563275426,0,0.10919540229885058,0.21314662331032433,0.6527084060563464,0.1596411474558326,0.0010577996194060758,0,0.017432079319889767
2024-06-29,Pennsylvania,24-25,0.49,0.04,0,0.645646,0.01910932677795494,0,0,0.14367816091954022,0.21314662331032433,0.6527084060563464,0.1596411474558326,0,0,0.022936946473539166
2024-08-03,Pennsylvania,24-25,1.46,0.04,0,0.714968,0.040929042330348914,0,0,0.7011494252873564,0.21314662331032433,0.6527084060563464,0.1596411474558326,0,0,0.11193229879087115
2024-08-24,Pennsylvania,24-25,1.91,0.04,0.01,0.841397,0.08072369363258508,0,0.009345794392523364,0.9597701149425287,0.21314662331032433,0.6527084060563464,0.1596411474558326,0,0.006100078561274265,0.15321880244324163
2024-09-14,Pennsylvania,24-25,1.98,0.05,0,1.20521,0.19523706852458342,0.002481389578163772,0,1,0.21314662331032433,0.6527084060563464,0.1596411474558326,5.288998097030381e-4,0,0.1596411474558326
2024-12-14,Pennsylvania,24-25,0.82,0.87,0.61,1.91848,0.4197451397293388,0.20595533498759303,0.5700934579439252,0.3333333333333333,0.21314662331032433,0.6527084060563464,0.1596411474558326,0.04389868420535215,0.37210479223773013,0.05321371581861087
2025-01-04,Pennsylvania,24-25,1.7,4.07,1.05,3.76197,1,1,0.9813084112149533,0.8390804597701149,0.21314662331032433,0.6527084060563464,0.1596411474558326,0.21314662331032433,0.6405082489337979,0.13395176740546874
2024-07-06,Pennsylvania,24-25,0.6,0.05,0,0.618544,0.010578731427258434,0.002481389578163772,0,0.20689655172413793,0.21314662331032433,0.6527084060563464,0.1596411474558326,5.288998097030381e-4,0,0.0330292029218964
2024-07-13,Pennsylvania,24-25,0.78,0.04,0,0.615398,0.009588499969311014,0,0,0.3103448275862069,0.21314662331032433,0.6527084060563464,0.1596411474558326,0,0,0.0495438043828446
2024-08-10,Pennsylvania,24-25,1.6,0.04,0.01,0.742944,0.04973473694812933,0,0.009345794392523364,0.7816091954022989,0.21314662331032433,0.6527084060563464,0.1596411474558326,0,0.006100078561274265,0.12477698881605308
2024-09-21,Pennsylvania,24-25,1.7,0.06,0.01,1.3409,0.23794670187769412,0.0049627791563275426,0.009345794392523364,0.8390804597701149,0.21314662331032433,0.6527084060563464,0.1596411474558326,0.0010577996194060758,0.006100078561274265,0.13395176740546874
2024-11-09,Pennsylvania,24-25,0.56,0.19,0.11,1.55013,0.30380370376782123,0.03722084367245657,0.102803738317757,0.18390804597701152,0.21314662331032433,0.6527084060563464,0.1596411474558326,0.00793349714554557,0.06710086417401692,0.02935929148613014
2024-11-16,Pennsylvania,24-25,0.47,0.18,0.19,1.66545,0.34010169859633277,0.0347394540942928,0.17757009345794392,0.132183908045977,0.21314662331032433,0.6527084060563464,0.1596411474558326,0.0074045973358425315,0.11590149266421104,0.021101990755656032
2024-12-21,Pennsylvania,24-25,1.05,1.81,0.89,2.29163,0.5371974183476103,0.4392059553349876,0.8317757009345794,0.4655172413793104,0.21314662331032433,0.6527084060563464,0.1596411474558326,0.09361526631743773,0.5429069919534096,0.07431570657426691
2025-01-11,Pennsylvania,24-25,1.37,3.37,0.75,3.17533,0.8153498466337323,0.8263027295285359,0.7009345794392523,0.6494252873563219,0.21314662331032433,0.6527084060563464,0.1596411474558326,0.17612363663111164,0.45750589209556985,0.10367499806039704
2024-06-08,Pennsylvania,24-25,0.28,0.06,0.01,0.876226,0.09168643090176846,0.0049627791563275426,0.009345794392523364,0.022988505747126457,0.21314662331032433,0.6527084060563464,0.1596411474558326,0.0010577996194060758,0.006100078561274265,0.00366991143576627
2024-06-15,Pennsylvania,24-25,0.33,0.06,0.01,0.802585,0.06850727171718285,0.0049627791563275426,0.009345794392523364,0.051724137931034496,0.21314662331032433,0.6527084060563464,0.1596411474558326,0.0010577996194060758,0.006100078561274265,0.008257300730474102
2024-07-27,Pennsylvania,24-25,1.23,0.04,0,0.699186,0.03596151757849693,0,0,0.5689655172413793,0.21314662331032433,0.6527084060563464,0.1596411474558326,0,0,0.09083030803521511
2024-09-07,Pennsylvania,24-25,1.95,0.05,0.01,0.987588,0.1267386100562317,0.002481389578163772,0.009345794392523364,0.9827586206896551,0.21314662331032433,0.6527084060563464,0.1596411474558326,5.288998097030381e-4,0.006100078561274265,0.1568887138790079
2024-10-05,Pennsylvania,24-25,0.89,0.05,0.02,1.19098,0.19075804956508188,0.002481389578163772,0.018691588785046728,0.3735632183908046,0.21314662331032433,0.6527084060563464,0.1596411474558326,5.288998097030381e-4,0.01220015712254853,0.059636060831201834
2024-10-19,Pennsylvania,24-25,0.67,0.08,0.03,1.46208,0.27608918378299263,0.009925558312655087,0.02803738317757009,0.24712643678160923,0.21314662331032433,0.6527084060563464,0.1596411474558326,0.002115599238812152,0.018300235683822795,0.03945154793448737
2024-10-26,Pennsylvania,24-25,0.65,0.13,0.06,1.55628,0.30573947092178716,0.022332506203473945,0.05607476635514018,0.235632183908046,0.21314662331032433,0.6527084060563464,0.1596411474558326,0.004760098287327342,0.03660047136764559,0.03761659221660424
2024-11-23,Pennsylvania,24-25,0.54,0.26,0.26,1.60925,0.32241224915683964,0.05459057071960297,0.24299065420560748,0.17241379310344832,0.21314662331032433,0.6527084060563464,0.1596411474558326,0.011635795813466836,0.1586020425931309,0.027524335768247008
2024-06-01,Pennsylvania,24-25,0.24,0.09,0.01,0.924527,0.10688959989424102,0.012406947890818856,0.009345794392523364,0,0.21314662331032433,0.6527084060563464,0.1596411474558326,0.0026444990485151895,0.006100078561274265,0
2024-07-20,Pennsylvania,24-25,0.97,0.04,0.01,0.639456,0.017160969268516096,0,0.009345794392523364,0.41954022988505746,0.21314662331032433,0.6527084060563464,0.1596411474558326,0,0.006100078561274265,0.06697588370273437
2024-08-17,Pennsylvania,24-25,1.71,0.04,0,0.71481,0.04087931042623073,0,0,0.8448275862068966,0.21314662331032433,0.6527084060563464,0.1596411474558326,0,0,0.1348692452644103
2024-08-31,Pennsylvania,24-25,1.95,0.04,0.01,0.850385,0.0835527465073567,0,0.009345794392523364,0.9827586206896551,0.21314662331032433,0.6527084060563464,0.1596411474558326,0,0.006100078561274265,0.1568887138790079
2024-09-28,Pennsylvania,24-25,1.31,0.06,0.02,1.17817,0.18672598822487002,0.0049627791563275426,0.018691588785046728,0.6149425287356323,0.21314662331032433,0.6527084060563464,0.1596411474558326,0.0010577996194060758,0.01220015712254853,0.09817013090674764
2024-10-12,Pennsylvania,24-25,0.74,0.07,0.03,1.36293,0.24488084015442071,0.007444168734491316,0.02803738317757009,0.28735632183908044,0.21314662331032433,0.6527084060563464,0.1596411474558326,0.0015866994291091144,0.018300235683822795,0.04587389294707833
2024-11-02,Pennsylvania,24-25,0.57,0.15,0.06,1.60854,0.32218877034719484,0.027295285359801483,0.05607476635514018,0.1896551724137931,0.21314662331032433,0.6527084060563464,0.1596411474558326,0.005817897906733417,0.03660047136764559,0.0302767693450717
2024-11-30,Pennsylvania,24-25,0.59,0.36,0.42,1.71181,0.35469392058948046,0.0794044665012407,0.3925233644859813,0.2011494252873563,0.21314662331032433,0.6527084060563464,0.1596411474558326,0.016924793910497216,0.2562032995735191,0.03211172506295483
