week_end,state,season,covid,flu,rsv,ili,ili_rescaled,flu_rescaled,rsv_rescaled,covid_rescaled,beta_flu,beta_rsv,beta_covid,flu_times_coef,rsv_times_coef,covid_times_coef
2024-11-30,Maryland,24-25,0.44,0.3,1.05,3.09636,0.24719144901749412,0.02372262773722627,0.7000000000000001,0.04608294930875575,0.8961666382064792,0.2703259152950793,0.05143175941993124,0.02125942754869384,0.18922814070655555,0.00237012716220881
2025-01-04,Maryland,24-25,1.41,3.68,1.19,4.63033,0.4464160941335376,0.33211678832116787,0.7933333333333333,0.49308755760368655,0.8961666382064792,0.2703259152950793,0.05143175941993124,0.2976319856817139,0.2144585594674296,0.02536036063563429
2025-01-25,Maryland,24-25,1.15,7.03,0.41,5.66913,0.5813304414457705,0.6377737226277372,0.2733333333333333,0.3732718894009216,0.8961666382064792,0.2703259152950793,0.05143175941993124,0.5715515329437308,0.07388908351398835,0.01919803001389138
2025-02-08,Maryland,24-25,1.28,11,0.31,8.8927600000000009,1,1,0.2066666666666667,0.43317972350230416,0.8961666382064792,0.2703259152950793,0.05143175941993124,0.8961666382064792,0.05586735582764973,0.02227919532476284
2025-02-22,Maryland,24-25,1.12,6.22,0.18,6.10106,0.6374274322376197,0.5638686131386861,0.12,0.35944700460829493,0.8961666382064792,0.2703259152950793,0.05143175941993124,0.5053202394266461,0.03243910983540952,0.01848699186522874
2025-03-01,Maryland,24-25,0.94,4.88,0.13,5.11281,0.5090782757769782,0.4416058394160583,0.08666666666666667,0.27649769585253453,0.8961666382064792,0.2703259152950793,0.05143175941993124,0.39575242052183934,0.0234282459922402,0.01422076297325287
2025-03-15,Maryland,24-25,0.83,3.24,0.14,4.28908,0.4020961855656714,0.291970802919708,0.09333333333333334,0.2258064516129032,0.8961666382064792,0.2703259152950793,0.05143175941993124,0.2616544929070012,0.02523041876087407,0.01161362309482318
2024-07-06,Maryland,24-25,1.17,0.1,0.02,1.44074,0.03216748704494979,0.00547445255474452,0.01333333333333333,0.3824884792626728,0.8961666382064792,0.2703259152950793,0.05143175941993124,0.00490602174200627,0.00360434553726772,0.01967205544633314
2024-07-20,Maryland,24-25,1.66,0.08,0,1.19306,0,0.00364963503649635,0,0.608294930875576,0.8961666382064792,0.2703259152950793,0.05143175941993124,0.00327068116133751,0,0.03128567854115632
2024-08-03,Maryland,24-25,2.43,0.06,0.01,1.38162,0.02448926581555126,0.00182481751824817,0.00666666666666666,0.9631336405529956,0.8961666382064792,0.2703259152950793,0.05143175941993124,0.00163534058066875,0.00180217276863386,0.0495356576901642
2024-08-10,Maryland,24-25,2.38,0.09,0.04,1.51439,0.04173279478421235,0.00456204379562043,0.02666666666666667,0.9400921658986175,0.8961666382064792,0.2703259152950793,0.05143175941993124,0.00408835145167189,0.00720869107453544,0.04835059410905978
2024-08-24,Maryland,24-25,2.22,0.08,0.02,1.3476,0.02007091185370857,0.00364963503649635,0.01333333333333333,0.8663594470046084,0.8961666382064792,0.2703259152950793,0.05143175941993124,0.00327068116133751,0.00360434553726772,0.04455839064952569
2024-08-31,Maryland,24-25,2.51,0.07,0.03,1.52403,0.04298479161525773,0.00273722627737226,0.02,1,0.8961666382064792,0.2703259152950793,0.05143175941993124,0.00245301087100313,0.00540651830590158,0.05143175941993124
2024-09-14,Maryland,24-25,1.82,0.1,0.02,1.93931,0.09691936049456472,0.00547445255474452,0.01333333333333333,0.6820276497695853,0.8961666382064792,0.2703259152950793,0.05143175941993124,0.00490602174200627,0.00360434553726772,0.03507788200069044
2024-10-05,Maryland,24-25,0.82,0.12,0.03,2.19524,0.13015831785653986,0.00729927007299269,0.02,0.22119815668202764,0.8961666382064792,0.2703259152950793,0.05143175941993124,0.00654136232267502,0.00540651830590158,0.0113766103786023
