week_end,state,season,ili_rescaled,flu_rescaled,rsv_rescaled,covid_rescaled,rsv_lag1,rsv_lag2,rsv_lag3,rsv_lag4,rsv_lag5,cov_lag1,cov_lag2,cov_lag3,cov_lag4,cov_lag5,cov_lead1,cov_lead2,cov_lead3,cov_lead4,cov_lead5
2023-05-06,New York,22-23,0,0.02901353965183752,0.00934579439252336,0,0.00934579439252336,0.00934579439252336,0.04672897196261681,0.09345794392523364,0.6542056074766355,0.07419354838709677,0.08387096774193549,0.364516129032258,0.603225806451613,0.567741935483871,0.6129032258064515,0.5612903225806453,0.5548387096774194,0.6612903225806452,0.9161290322580646
2022-10-01,New York,22-23,0.0999754996721488,0,0.14953271028037382,0.6129032258064515,0.00934579439252336,0.00934579439252336,0.00934579439252336,0.04672897196261681,0.09345794392523364,0,0.07419354838709677,0.08387096774193549,0.364516129032258,0.603225806451613,0.5612903225806453,0.5548387096774194,0.6612903225806452,0.9161290322580646,0.33548387096774196
2022-11-05,New York,22-23,0.3915322335093675,0.21276595744680848,0.9065420560747662,0.5612903225806453,0.14953271028037382,0.00934579439252336,0.00934579439252336,0.00934579439252336,0.04672897196261681,0.6129032258064515,0,0.07419354838709677,0.08387096774193549,0.364516129032258,0.5548387096774194,0.6612903225806452,0.9161290322580646,0.33548387096774196,0.22580645161290325
2022-11-12,New York,22-23,0.4385063013993511,0.2940038684719536,1,0.5548387096774194,0.9065420560747662,0.14953271028037382,0.00934579439252336,0.00934579439252336,0.00934579439252336,0.5612903225806453,0.6129032258064515,0,0.07419354838709677,0.08387096774193549,0.6612903225806452,0.9161290322580646,0.33548387096774196,0.22580645161290325,0.10322580645161292
2022-11-26,New York,22-23,0.6688037183850178,0.7969052224371374,0.7757009345794391,0.6612903225806452,1,0.9065420560747662,0.14953271028037382,0.00934579439252336,0.00934579439252336,0.5548387096774194,0.5612903225806453,0.6129032258064515,0,0.07419354838709677,0.9161290322580646,0.33548387096774196,0.22580645161290325,0.10322580645161292,0.05806451612903227
2023-01-07,New York,22-23,0.3370097987149366,0.31721470019342357,0.1308411214953271,0.9161290322580646,0.7757009345794391,1,0.9065420560747662,0.14953271028037382,0.00934579439252336,0.6612903225806452,0.5548387096774194,0.5612903225806453,0.6129032258064515,0,0.33548387096774196,0.22580645161290325,0.10322580645161292,0.05806451612903227,0.01935483870967741
2023-02-18,New York,22-23,0.18578471151218007,0.02901353965183752,0.03738317757009345,0.33548387096774196,0.1308411214953271,0.7757009345794391,1,0.9065420560747662,0.14953271028037382,0.9161290322580646,0.6612903225806452,0.5548387096774194,0.5612903225806453,0.6129032258064515,0.22580645161290325,0.10322580645161292,0.05806451612903227,0.01935483870967741,0
2023-03-04,New York,22-23,0.14688017356995273,0.02321083172147002,0.02803738317757009,0.22580645161290325,0.03738317757009345,0.1308411214953271,0.7757009345794391,1,0.9065420560747662,0.33548387096774196,0.9161290322580646,0.6612903225806452,0.5548387096774194,0.5612903225806453,0.10322580645161292,0.05806451612903227,0.01935483870967741,0,0.6451612903225806
2023-03-25,New York,22-23,0.151284567767482,0.04061895551257254,0.01869158878504672,0.10322580645161292,0.02803738317757009,0.03738317757009345,0.1308411214953271,0.7757009345794391,1,0.22580645161290325,0.33548387096774196,0.9161290322580646,0.6612903225806452,0.5548387096774194,0.05806451612903227,0.01935483870967741,0,0.6451612903225806,0.903225806451613
2023-04-15,New York,22-23,0.08565201320468538,0.04061895551257254,0.00934579439252336,0.05806451612903227,0.01869158878504672,0.02803738317757009,0.03738317757009345,0.1308411214953271,0.7757009345794391,0.10322580645161292,0.22580645161290325,0.33548387096774196,0.9161290322580646,0.6612903225806452,0.01935483870967741,0,0.6451612903225806,0.903225806451613,0.5258064516129032
2023-04-22,New York,22-23,0.05756444081896239,0.02707930367504835,0.00934579439252336,0.01935483870967741,0.00934579439252336,0.01869158878504672,0.02803738317757009,0.03738317757009345,0.1308411214953271,0.05806451612903227,0.10322580645161292,0.22580645161290325,0.33548387096774196,0.9161290322580646,0,0.6451612903225806,0.903225806451613,0.5258064516129032,0.47096774193548385
2023-05-13,New York,22-23,0.03939312829532949,0.02707930367504835,0.00934579439252336,0,0.00934579439252336,0.00934579439252336,0.01869158878504672,0.02803738317757009,0.03738317757009345,0.01935483870967741,0.05806451612903227,0.10322580645161292,0.22580645161290325,0.33548387096774196,0.6451612903225806,0.903225806451613,0.5258064516129032,0.47096774193548385,0.15161290322580645
2022-10-15,New York,22-23,0.45964597734356977,0.01353965183752418,0.35514018691588783,0.6451612903225806,0.00934579439252336,0.00934579439252336,0.00934579439252336,0.01869158878504672,0.02803738317757009,0,0.01935483870967741,0.05806451612903227,0.10322580645161292,0.22580645161290325,0.903225806451613,0.5258064516129032,0.47096774193548385,0.15161290322580645,0.14193548387096774
2022-12-24,New York,22-23,0.8218642058707318,0.7969052224371374,0.19626168224299065,0.903225806451613,0.35514018691588783,0.00934579439252336,0.00934579439252336,0.00934579439252336,0.01869158878504672,0.6451612903225806,0,0.01935483870967741,0.05806451612903227,0.10322580645161292,0.5258064516129032,0.47096774193548385,0.15161290322580645,0.14193548387096774,0.0032258064516129
2023-01-28,New York,22-23,0.17300913593150108,0.05029013539651838,0.07476635514018691,0.5258064516129032,0.19626168224299065,0.35514018691588783,0.00934579439252336,0.00934579439252336,0.00934579439252336,0.903225806451613,0.6451612903225806,0,0.01935483870967741,0.05806451612903227,0.47096774193548385,0.15161290322580645,0.14193548387096774,0.0032258064516129,0
2023-02-04,New York,22-23,0.19167895223569031,0.03094777562862669,0.07476635514018691,0.47096774193548385,0.07476635514018691,0.19626168224299065,0.35514018691588783,0.00934579439252336,0.00934579439252336,0.5258064516129032,0.903225806451613,0.6451612903225806,0,0.01935483870967741,0.15161290322580645,0.14193548387096774,0.0032258064516129,0,0.6167400881057268
2023-03-11,New York,22-23,0.1535986449760874,0.02707930367504835,0.02803738317757009,0.15161290322580645,0.07476635514018691,0.07476635514018691,0.19626168224299065,0.35514018691588783,0.00934579439252336,0.47096774193548385,0.5258064516129032,0.903225806451613,0.6451612903225806,0,0.14193548387096774,0.0032258064516129,0,0.6167400881057268,0.9162995594713654
2023-03-18,New York,22-23,0.1714994625506116,0.03481624758220503,0.01869158878504672,0.14193548387096774,0.02803738317757009,0.07476635514018691,0.07476635514018691,0.19626168224299065,0.35514018691588783,0.15161290322580645,0.47096774193548385,0.5258064516129032,0.903225806451613,0.6451612903225806,0.0032258064516129,0,0.6167400881057268,0.9162995594713654,0.9559471365638764
2023-04-29,New York,22-23,0.06570194855497632,0.02321083172147002,0.00934579439252336,0.0032258064516129,0.01869158878504672,0.02803738317757009,0.07476635514018691,0.07476635514018691,0.19626168224299065,0.14193548387096774,0.15161290322580645,0.47096774193548385,0.5258064516129032,0.903225806451613,0,0.6167400881057268,0.9162995594713654,0.9559471365638764,0.8281938325991188
2023-05-27,New York,22-23,0.07526132502871355,0.02707930367504835,0,0,0.00934579439252336,0.01869158878504672,0.02803738317757009,0.07476635514018691,0.07476635514018691,0.0032258064516129,0.14193548387096774,0.15161290322580645,0.47096774193548385,0.5258064516129032,0.6167400881057268,0.9162995594713654,0.9559471365638764,0.8281938325991188,0.7048458149779734
2022-10-29,Texas,22-23,0.7167845660857964,0.4776839565741859,0.9626168224299064,0.05234159779614324,0.00952380952380952,0.05714285714285714,0.01904761904761904,0.04761904761904761,0.06666666666666667,0.02824858757062146,0.06779661016949153,0.14689265536723164,0.2062146892655367,0.31355932203389825,0.5537190082644627,0.5867768595041322,0.44628099173553715,0.14600550964187328,0.1349862258953168
2022-12-17,Texas,22-23,0.628400172272322,0.503015681544029,0.4205607476635514,0.5537190082644627,0.9626168224299064,0.00952380952380952,0.05714285714285714,0.01904761904761904,0.04761904761904761,0.05234159779614324,0.02824858757062146,0.06779661016949153,0.14689265536723164,0.2062146892655367,0.5867768595041322,0.44628099173553715,0.14600550964187328,0.1349862258953168,0.1322314049586777
2023-01-14,Texas,22-23,0.24166198010439063,0.10132689987937273,0.1588785046728972,0.5867768595041322,0.4205607476635514,0.9626168224299064,0.00952380952380952,0.05714285714285714,0.01904761904761904,0.5537190082644627,0.05234159779614324,0.02824858757062146,0.06779661016949153,0.14689265536723164,0.44628099173553715,0.14600550964187328,0.1349862258953168,0.1322314049586777,0.05234159779614324
2023-01-28,Texas,22-23,0.20219739405186343,0.04945717732207479,0.08411214953271029,0.44628099173553715,0.1588785046728972,0.4205607476635514,0.9626168224299064,0.00952380952380952,0.05714285714285714,0.5867768595041322,0.5537190082644627,0.05234159779614324,0.02824858757062146,0.06779661016949153,0.14600550964187328,0.1349862258953168,0.1322314049586777,0.05234159779614324,0.02479338842975206
2023-03-18,Texas,22-23,0.02184881918386641,0.00482509047044631,0.03738317757009345,0.14600550964187328,0.08411214953271029,0.1588785046728972,0.4205607476635514,0.9626168224299064,0.00952380952380952,0.44628099173553715,0.5867768595041322,0.5537190082644627,0.05234159779614324,0.02824858757062146,0.1349862258953168,0.1322314049586777,0.05234159779614324,0.02479338842975206,0
2023-04-01,Texas,22-23,0.01972965889290008,0,0.01869158878504673,0.1349862258953168,0.03738317757009345,0.08411214953271029,0.1588785046728972,0.4205607476635514,0.9626168224299064,0.14600550964187328,0.44628099173553715,0.5867768595041322,0.5537190082644627,0.05234159779614324,0.1322314049586777,0.05234159779614324,0.02479338842975206,0,0.14049586776859505
2023-04-08,Texas,22-23,0.0385637124421972,0.00120627261761158,0.00934579439252335,0.1322314049586777,0.01869158878504673,0.03738317757009345,0.08411214953271029,0.1588785046728972,0.4205607476635514,0.1349862258953168,0.14600550964187328,0.44628099173553715,0.5867768595041322,0.5537190082644627,0.05234159779614324,0.02479338842975206,0,0.14049586776859505,0.03305785123966942
2023-04-29,Texas,22-23,0.03968848738842795,0.00482509047044631,0.01869158878504673,0.05234159779614324,0.00934579439252335,0.01869158878504673,0.03738317757009345,0.08411214953271029,0.1588785046728972,0.1322314049586777,0.1349862258953168,0.14600550964187328,0.44628099173553715,0.5867768595041322,0.02479338842975206,0,0.14049586776859505,0.03305785123966942,0.5179063360881543
