rsv_season,region,mean_rate_before_ACIP_per_100k,mean_rate_during_ACIP_per_100k,mean_rate_after_ACIP_per_100k
2023-24,Midwest,25.617727272727276,666.9925454545454,26.165545454545455
2023-24,Northeast,16.351111111111113,579.2093333333333,9.479444444444445
2023-24,South,64.15135294117648,772.568294117647,10.009058823529411
2023-24,West,18.867769230769234,503.88876923076924,16.406076923076924
2024-25,Midwest,22.68309090909091,539.7391818181818,39.98945454545454
2024-25,Northeast,19.701333333333338,512.76,22.599777777777778
2024-25,South,42.62700000000002,697.4307058823529,25.166176470588233
2024-25,West,20.584769230769236,400.7937692307692,25.268153846153847
