week_end,state,season,covid,flu,rsv,ili,ili_rescaled,flu_rescaled,rsv_rescaled,covid_rescaled,beta_flu,beta_rsv,beta_covid,flu_times_coef,rsv_times_coef,covid_times_coef
2023-04-22,Connecticut,22-23,0.51,0.13,0.01,1.35805,0.027512189346109755,0.003768844221105527,0.011363636363636364,0.013944223107569724,0.8264416030662333,0.10006491196401311,0.20505726319562972,0.003114729659797361,0.0011371012723183308,0.002859364227827507
2023-05-13,Connecticut,22-23,0.47,0.11,0.01,1.31349,0.02123109928943054,0.001256281407035175,0.011363636363636364,0.005976095617529875,0.8264416030662333,0.10006491196401311,0.20505726319562972,0.0010382432199324532,0.0011371012723183308,0.0012254418119260729
2023-05-20,Connecticut,22-23,0.44,0.1,0.02,1.30393,0.019883540471166323,0,0.022727272727272728,0,0.8264416030662333,0.10006491196401311,0.20505726319562972,0,0.0022742025446366616,0
2022-10-22,Connecticut,22-23,2.76,0.51,0.58,2.54442,0.19474057378377885,0.05150753768844221,0.6590909090909091,0.4621513944223108,0.8264416030662333,0.10006491196401311,0.20505726319562972,0.04256797201723061,0.06595187379446318,0.09476750012228306
2022-11-05,Connecticut,22-23,2.56,2.5,0.88,4.33738,0.44747269290459535,0.3015075376884422,1,0.4223107569721116,0.8264416030662333,0.10006491196401311,0.20505726319562972,0.2491783727837889,0.10006491196401311,0.08659788804277592
2022-11-19,Connecticut,22-23,2.2,3.51,0.62,4.67524,0.49509677473919234,0.4283919597989949,0.7045454545454546,0.35059760956175307,0.8264416030662333,0.10006491196401311,0.20505726319562972,0.35404093799696673,0.07050027888373651,0.07189258629966302
2022-12-03,Connecticut,22-23,3.21,8.06,0.31,8.25718,1,1,0.3522727272727273,0.551792828685259,0.8264416030662333,0.10006491196401311,0.20505726319562972,0.8264416030662333,0.03525013944186826,0.11314912730117418
2022-12-24,Connecticut,22-23,4.63,5.02,0.17,5.75337,0.6470678614269746,0.6180904522613064,0.1931818181818182,0.8346613545816732,0.8264416030662333,0.10006491196401311,0.20505726319562972,0.5108156642067672,0.019330721629411626,0.171153373065675
2023-01-21,Connecticut,22-23,3.1,0.45,0.07,2.16632,0.14144434060535835,0.043969849246231145,0.07954545454545456,0.5298804780876495,0.8264416030662333,0.10006491196401311,0.20505726319562972,0.036338512697635876,0.007959708906228317,0.10865584065744525
2023-05-06,Connecticut,22-23,0.47,0.13,0.01,1.41107,0.03498578438213159,0.003768844221105527,0.011363636363636364,0.005976095617529875,0.8264416030662333,0.10006491196401311,0.20505726319562972,0.003114729659797361,0.0011371012723183308,0.0012254418119260729
2022-10-08,District of Columbia,22-23,1.44,0.22,1.64,6.69573,0.38221483686326435,0.020260492040520984,0.7751196172248804,0.22154471544715446,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.015612361939164114,0.3701256523448634,0.02296722674468017
2022-10-15,District of Columbia,22-23,1.23,0.29,1.78,6.49409,0.36158267241987946,0.03039073806078147,0.8421052631578948,0.17886178861788618,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.02341854290874617,0.4021118198314565,0.018542348197539953
2022-11-05,District of Columbia,22-23,1.93,3.68,2,12.7334,1,0.5209840810419681,0.9473684210526316,0.32113821138211385,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.4014607355785058,0.45237579731038857,0.03329194335467401
2022-12-10,District of Columbia,22-23,3.34,3.77,0.61,8.84727,0.6023642471316646,0.5340086830680173,0.2822966507177034,0.6077235772357723,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.4114972539679684,0.13479884869349962,0.06300184217118689
2022-12-31,District of Columbia,22-23,5.27,1.55,0.5,5.3603,0.24557125740170196,0.21273516642547033,0.22966507177033493,1,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.1639298003612232,0.10966685995403358,0.10366858310442792
2023-01-21,District of Columbia,22-23,3.02,0.39,0.27,4.21949,0.12884154346271243,0.04486251808972504,0.11961722488038279,0.5426829268292683,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.034570230008149114,0.05711815622605916,0.05625917009935418
2023-02-04,District of Columbia,22-23,2.02,0.22,0.07,4.94155,0.20272401052277225,0.020260492040520984,0.02392344497607656,0.3394308943089431,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.015612361939164114,0.011423631245211834,0.03518831987487696
2023-03-18,District of Columbia,22-23,0.7,0.24,0.12,5.25316,0.23460850150771148,0.02315484804630969,0.04784688995215311,0.07113821138211382,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.0178426993590447,0.022847262490423664,0.0073747975785670265
